date,asset,realized,historical_mean,ols4_restricted,ridge_restricted
1959-08-01,Other_excess,-0.0242,0.01093542,0.00994558,0.00790282
1959-08-01,Shops_excess,0.006,0.010225,0.01821259,0.01022216
1959-08-01,Telcm_excess,0.0042,0.0066275,0.02090266,0.01231178
1959-08-01,Utils_excess,0.0115,0.00930917,0.01888721,0.00936487
1959-09-01,Durbl_excess,-0.0476,0.01399042,0.01665641,0.01147434
1959-09-01,Enrgy_excess,-0.0722,0.01349458,0.0,0.01084965
1959-09-01,HiTec_excess,-0.0449,0.01313333,0.02454772,0.0137891
1959-09-01,Hlth_excess,-0.0526,0.01271958,0.03199499,0.01273086
1959-09-01,Manuf_excess,-0.0527,0.01229958,0.01084965,0.01229388
1959-09-01,NoDur_excess,-0.0356,0.00855708,0.01674819,0.0085568
1959-09-01,Other_excess,-0.0442,0.01124333,0.00707922,0.00816739
1959-09-01,Shops_excess,-0.0243,0.01055625,0.0157366,0.01055252
1959-09-01,Telcm_excess,-0.0127,0.00681917,0.01974222,0.01166402
1959-09-01,Utils_excess,-0.0466,0.00960833,0.01756638,0.00959332
1959-10-01,Durbl_excess,-0.0156,0.01280375,0.0009418,0.00943179
1959-10-01,Enrgy_excess,0.0086,0.01212875,0.0,0.00914206
1959-10-01,HiTec_excess,0.0468,0.01243583,0.01720683,0.01208054
1959-10-01,Hlth_excess,0.0204,0.01220667,0.02325637,0.01221607
1959-10-01,Manuf_excess,0.0112,0.010955,0.0,0.01094755
1959-10-01,NoDur_excess,0.035,0.00821,0.00873051,0.00820711
1959-10-01,Other_excess,0.0,0.00998625,0.0,0.00617063
1959-10-01,Shops_excess,0.0057,0.01038875,0.00482379,0.01038188
1959-10-01,Telcm_excess,0.01,0.00666833,0.01403609,0.00923613
1959-10-01,Utils_excess,0.0059,0.00926458,0.00946669,0.00897344
1959-11-01,Durbl_excess,-0.0037,0.01279708,0.0,0.009497
1959-11-01,Enrgy_excess,-0.0067,0.01232833,0.0,0.0094232
1959-11-01,HiTec_excess,0.0895,0.01266792,0.01438561,0.0139644
1959-11-01,Hlth_excess,0.0536,0.0122825,0.02014577,0.01229156
1959-11-01,Manuf_excess,0.0193,0.01110833,0.0,0.01110156
1959-11-01,NoDur_excess,0.0099,0.00822,0.00759314,0.0082189
1959-11-01,Other_excess,-0.0076,0.01005333,0.0,0.00637502
1959-11-01,Shops_excess,0.0208,0.01017167,0.00109591,0.0101659
1959-11-01,Telcm_excess,-0.0149,0.00658292,0.01146815,0.01083138
1959-11-01,Utils_excess,0.0014,0.00920083,0.00574089,0.0090676
1959-12-01,Durbl_excess,0.0482,0.012905,0.0,0.00952085
1959-12-01,Enrgy_excess,0.039,0.01255833,0.0,0.00919951
1959-12-01,HiTec_excess,0.0308,0.01315042,0.02086095,0.01418758
1959-12-01,Hlth_excess,-0.0202,0.012455,0.0236946,0.01246506
1959-12-01,Manuf_excess,0.0182,0.01143917,0.0,0.01143066
1959-12-01,NoDur_excess,0.0089,0.00828083,0.0090768,0.00828003
1959-12-01,Other_excess,0.0173,0.01023458,0.0,0.00695141
1959-12-01,Shops_excess,0.0234,0.01035583,0.00376872,0.01034979
1959-12-01,Telcm_excess,0.04,0.00648042,0.0116204,0.01206741
1959-12-01,Utils_excess,0.018,0.00926917,0.00723427,0.00936536
1960-01-01,Durbl_excess,-0.115,0.01294417,0.0,0.0094885
1960-01-01,Enrgy_excess,-0.0783,0.01272458,0.0,0.01270443
1960-01-01,HiTec_excess,-0.1012,0.01312792,0.02169885,0.01471719
1960-01-01,Hlth_excess,-0.0671,0.01221375,0.02137063,0.01222358
1960-01-01,Manuf_excess,-0.0874,0.01134958,0.0,0.01134114
1960-01-01,NoDur_excess,-0.0369,0.00818542,0.00831189,0.00818401
1960-01-01,Other_excess,-0.0484,0.01025042,0.0,0.00257978
1960-01-01,Shops_excess,-0.06,0.01032625,0.00296757,0.01031992
1960-01-01,Telcm_excess,0.0062,0.00652667,0.01294534,0.00915499
1960-01-01,Utils_excess,-0.0241,0.00922125,0.00686778,0.00921897
1960-02-01,Durbl_excess,-0.0251,0.01262458,0.0,0.00931802
1960-02-01,Enrgy_excess,-0.0375,0.01248958,0.0,0.01247169
1960-02-01,HiTec_excess,0.0506,0.01288125,0.01839394,0.01571886
1960-02-01,Hlth_excess,0.0002,0.01200875,0.01722464,0.01201623
1960-02-01,Manuf_excess,0.002,0.01117833,0.0,0.01117065
1960-02-01,NoDur_excess,0.0267,0.00796125,0.00689602,0.00796086
1960-02-01,Other_excess,-0.0031,0.01016333,0.0,0.00464661
1960-02-01,Shops_excess,0.0393,0.01011583,0.00135648,0.01011096
1960-02-01,Telcm_excess,0.0808,0.0065575,0.01347295,0.00991636
1960-02-01,Utils_excess,0.0248,0.00912292,0.00738472,0.00912246
1960-03-01,Durbl_excess,-0.0473,0.01243417,0.0,0.00880026
1960-03-01,Enrgy_excess,-0.0115,0.01229333,0.0,0.01227542
1960-03-01,HiTec_excess,0.0129,0.01311625,0.02017966,0.01566925
1960-03-01,Hlth_excess,0.0127,0.0119475,0.01713438,0.01195345
1960-03-01,Manuf_excess,-0.039,0.01107417,0.0,0.01106679
1960-03-01,NoDur_excess,-0.0176,0.00803333,0.00928969,0.00803264
1960-03-01,Other_excess,-0.0262,0.01011458,0.0,0.0034268
1960-03-01,Shops_excess,-0.0025,0.010175,0.00580612,0.01017109
1960-03-01,Telcm_excess,-0.0018,0.00685083,0.01722804,0.01011224
1960-03-01,Utils_excess,0.014,0.00927833,0.00918566,0.0092768
1960-04-01,Durbl_excess,-0.0176,0.01207958,0.0093989,0.00948055
1960-04-01,Enrgy_excess,-0.0445,0.01217375,0.0,0.01216032
1960-04-01,HiTec_excess,0.0033,0.01304292,0.02354963,0.01699116
1960-04-01,Hlth_excess,0.0146,0.01192083,0.02092285,0.0119271
1960-04-01,Manuf_excess,-0.0372,0.0108475,0.00569664,0.0108426
1960-04-01,NoDur_excess,0.0133,0.00789083,0.01233316,0.00789125
1960-04-01,Other_excess,-0.013,0.00989542,0.00525169,0.00549079
1960-04-01,Shops_excess,-0.0042,0.01003542,0.01231546,0.01003429
1960-04-01,Telcm_excess,-0.0124,0.006795,0.01845107,0.01006143
1960-04-01,Utils_excess,0.0119,0.00926375,0.01388237,0.00926391
1960-05-01,Durbl_excess,-0.0096,0.01202875,0.0212044,0.0086845
1960-05-01,Enrgy_excess,-0.0376,0.01198125,0.0,0.01196313
1960-05-01,HiTec_excess,0.0928,0.01311875,0.03064589,0.01145191
1960-05-01,Hlth_excess,0.1346,0.01199458,0.02617868,0.01199741
1960-05-01,Manuf_excess,0.0359,0.01066125,0.01164692,0.01065088
1960-05-01,NoDur_excess,0.0626,0.00787333,0.01724512,0.00787176
1960-05-01,Other_excess,-0.0002,0.00987208,0.0122005,0.0042723
1960-05-01,Shops_excess,0.0287,0.01002333,0.01837098,0.01001798
1960-05-01,Telcm_excess,0.0305,0.00672958,0.02196615,0.00946461
1960-05-01,Utils_excess,0.0123,0.00936917,0.01982626,0.00936756
1960-06-01,Durbl_excess,0.0056,0.01307917,0.00926435,0.00964185
1960-06-01,Enrgy_excess,0.0329,0.01285125,0.0,0.01283394
1960-06-01,HiTec_excess,0.0121,0.01437083,0.02635295,0.01685097
1960-06-01,Hlth_excess,-0.004,0.01344083,0.02537736,0.01344719
1960-06-01,Manuf_excess,0.0143,0.01173583,0.00577596,0.01172801
1960-06-01,NoDur_excess,0.0409,0.00900625,0.01513961,0.00900528
1960-06-01,Other_excess,0.0255,0.01087458,0.0057007,0.00453079
1960-06-01,Shops_excess,0.0358,0.01116167,0.01357047,0.01115782
1960-06-01,Telcm_excess,-0.0059,0.00744458,0.01909176,0.00947627
1960-06-01,Utils_excess,0.0553,0.01025333,0.01432744,0.01024994
1960-07-01,Durbl_excess,-0.0072,0.01274083,0.02629381,0.01065522
1960-07-01,Enrgy_excess,0.0057,0.01275125,0.00035461,0.01273774
1960-07-01,HiTec_excess,-0.0433,0.01429542,0.03158166,0.01604467
1960-07-01,Hlth_excess,-0.04,0.01321875,0.03094694,0.01322409
1960-07-01,Manuf_excess,-0.0429,0.01162,0.017143,0.01161452
1960-07-01,NoDur_excess,-0.0108,0.00895167,0.02212642,0.00895324
1960-07-01,Other_excess,-0.0152,0.01062875,0.01638698,0.0072655
1960-07-01,Shops_excess,-0.0314,0.01093458,0.02382419,0.01093478
1960-07-01,Telcm_excess,-0.0003,0.007055,0.02162171,0.01018099
1960-07-01,Utils_excess,-0.012,0.00975583,0.02015601,0.00975757
1960-08-01,Durbl_excess,0.0333,0.01246458,0.01892636,0.01116906
1960-08-01,Enrgy_excess,0.0393,0.01264208,0.00108229,0.01263313
1960-08-01,HiTec_excess,0.0099,0.01390708,0.02359095,0.01721182
1960-08-01,Hlth_excess,0.023,0.01307417,0.02462603,0.01307939
1960-08-01,Manuf_excess,0.0153,0.01126125,0.01201505,0.01125824
1960-08-01,NoDur_excess,0.0435,0.00890792,0.01797461,0.00891074
1960-08-01,Other_excess,0.0294,0.010425,0.01217888,0.00881214
1960-08-01,Shops_excess,0.0296,0.01062125,0.01857086,0.01062375
1960-08-01,Telcm_excess,0.0694,0.00697208,0.01766856,0.01022716
1960-08-01,Utils_excess,0.0415,0.00970292,0.01580129,0.00970732
1960-09-01,Durbl_excess,-0.0584,0.01228917,0.02191796,0.01027257
1960-09-01,Enrgy_excess,-0.0116,0.01274583,0.00218759,0.01273142
1960-09-01,HiTec_excess,-0.0889,0.01380958,0.0247141,0.01340432
1960-09-01,Hlth_excess,-0.0888,0.013265,0.02623136,0.01326799
1960-09-01,Manuf_excess,-0.072,0.01122042,0.01351093,0.0112136
1960-09-01,NoDur_excess,-0.036,0.00903292,0.02001426,0.00903385
1960-09-01,Other_excess,-0.0586,0.01042667,0.01395977,0.00779943
1960-09-01,Shops_excess,-0.0855,0.01062333,0.02051892,0.01062164
1960-09-01,Telcm_excess,-0.0611,0.00727583,0.02041607,0.01058497
1960-09-01,Utils_excess,-0.0465,0.00991917,0.01783693,0.00991871
1960-10-01,Durbl_excess,-0.0156,0.01191375,0.01794761,0.00977875
1960-10-01,Enrgy_excess,0.022,0.01279208,0.00191668,0.01278162
1960-10-01,HiTec_excess,-0.0347,0.01326292,0.02186626,0.01387387
1960-10-01,Hlth_excess,-0.0371,0.0127025,0.021433,0.01270691
1960-10-01,Manuf_excess,-0.0119,0.01074792,0.01019779,0.01074274
1960-10-01,NoDur_excess,0.0144,0.0087775,0.01650004,0.00877836
1960-10-01,Other_excess,-0.0103,0.01008042,0.01047604,0.00654748
1960-10-01,Shops_excess,0.0001,0.01012833,0.01516473,0.01012708
1960-10-01,Telcm_excess,-0.0008,0.00695167,0.01675622,0.00883198
1960-10-01,Utils_excess,-0.0056,0.00981667,0.01555877,0.00981716
1960-11-01,Durbl_excess,-0.0083,0.01168458,0.02232594,0.00916154
1960-11-01,Enrgy_excess,0.0326,0.01262083,0.00410595,0.01260803
1960-11-01,HiTec_excess,0.0689,0.01301708,0.0224665,0.01083678
1960-11-01,Hlth_excess,0.0392,0.01267292,0.0214117,0.01267352
1960-11-01,Manuf_excess,0.0471,0.01052708,0.0122052,0.01051931
1960-11-01,NoDur_excess,0.0854,0.00889667,0.01865856,0.00889554
1960-11-01,Other_excess,0.0654,0.00981667,0.01334875,0.00494374
1960-11-01,Shops_excess,0.0679,0.01012542,0.01745425,0.01012145
1960-11-01,Telcm_excess,0.0406,0.00688125,0.01796452,0.00790353
1960-11-01,Utils_excess,0.0361,0.00963375,0.01671296,0.00963143
1960-12-01,Durbl_excess,-0.0057,0.01168083,0.0223441,0.00947473
1960-12-01,Enrgy_excess,0.0515,0.01272333,0.00451071,0.01271092
1960-12-01,HiTec_excess,0.0287,0.01342292,0.02430403,0.01274193
1960-12-01,Hlth_excess,0.0606,0.01291375,0.02264549,0.01291615
1960-12-01,Manuf_excess,0.038,0.01078583,0.013887,0.01077938
1960-12-01,NoDur_excess,0.0432,0.00929417,0.02121679,0.00929502
1960-12-01,Other_excess,0.0405,0.010095,0.01494979,0.00666288
1960-12-01,Shops_excess,0.021,0.01050042,0.01959389,0.01049824
1960-12-01,Telcm_excess,0.124,0.00702542,0.01942363,0.0093278
1960-12-01,Utils_excess,0.062,0.01033042,0.01752503,0.01032857
1961-01-01,Durbl_excess,0.0817,0.01179417,0.01436097,0.01051214
1961-01-01,Enrgy_excess,0.0957,0.01284,0.00436298,0.0128321
1961-01-01,HiTec_excess,0.0268,0.01354667,0.01887039,0.01592203
1961-01-01,Hlth_excess,0.0583,0.01317583,0.02176616,0.01318076
1961-01-01,Manuf_excess,0.0641,0.010895,0.01129496,0.01089209
1961-01-01,NoDur_excess,0.0522,0.00945167,0.01924642,0.0094555
1961-01-01,Other_excess,0.0759,0.01025458,0.01157193,0.00863753
1961-01-01,Shops_excess,0.0275,0.01057042,0.01728285,0.01057307
1961-01-01,Telcm_excess,0.077,0.00745667,0.01978897,0.01180158
1961-01-01,Utils_excess,0.0477,0.010515,0.01609846,0.01051828
1961-02-01,Durbl_excess,0.0387,0.01251833,0.02153148,0.00974971
1961-02-01,Enrgy_excess,0.0059,0.0133275,0.00741562,0.01331294
1961-02-01,HiTec_excess,0.0257,0.01376458,0.02242899,0.0120557
1961-02-01,Hlth_excess,0.0506,0.01350958,0.02593439,0.01351082
1961-02-01,Manuf_excess,0.0492,0.01145708,0.01547513,0.01144896
1961-02-01,NoDur_excess,0.0647,0.00969042,0.02446646,0.00969237
1961-02-01,Other_excess,0.0554,0.0106375,0.0172954,0.00839169
1961-02-01,Shops_excess,0.0482,0.01083625,0.02133351,0.01083366
1961-02-01,Telcm_excess,0.0061,0.00786458,0.02577452,0.01188079
1961-02-01,Utils_excess,0.0349,0.01080417,0.01995913,0.01080298
1961-03-01,Durbl_excess,0.0323,0.01262583,0.01037227,0.01093569
1961-03-01,Enrgy_excess,0.012,0.01338042,0.00248251,0.01336978
1961-03-01,HiTec_excess,0.0257,0.013885,0.01640482,0.01527929
1961-03-01,Hlth_excess,0.036,0.01391625,0.02331983,0.01392058
1961-03-01,Manuf_excess,0.0141,0.01174667,0.00936319,0.01174207
1961-03-01,NoDur_excess,0.0465,0.01006375,0.0214386,0.01006862
1961-03-01,Other_excess,0.0335,0.01088167,0.01124309,0.01008924
1961-03-01,Shops_excess,0.0567,0.0111425,0.01729069,0.01114413
1961-03-01,Telcm_excess,0.0728,0.0079825,0.02070535,0.01340961
1961-03-01,Utils_excess,0.0182,0.01099875,0.01579405,0.01100184
1961-04-01,Durbl_excess,-0.0188,0.01283167,0.01250321,0.01041921
1961-04-01,Enrgy_excess,0.0458,0.01327458,0.00302227,0.0132619
1961-04-01,HiTec_excess,0.0031,0.01397833,0.01718963,0.01336406
1961-04-01,Hlth_excess,-0.0048,0.0139925,0.0246378,0.0139966
1961-04-01,Manuf_excess,-0.0151,0.01177417,0.01048927,0.01176787
1961-04-01,NoDur_excess,-0.0152,0.01023458,0.02336277,0.01023814
1961-04-01,Other_excess,0.004,0.01094667,0.01294688,0.00855212
1961-04-01,Shops_excess,0.0042,0.01132875,0.01957432,0.01132838
1961-04-01,Telcm_excess,0.0063,0.0082125,0.02320931,0.01287132
1961-04-01,Utils_excess,0.0169,0.01121417,0.01668853,0.01121369
1961-05-01,Durbl_excess,0.011,0.01319333,0.01225623,0.01133964
1961-05-01,Enrgy_excess,-0.0004,0.01340625,0.00513448,0.01339823
1961-05-01,HiTec_excess,0.0268,0.01435875,0.016119,0.01511966
1961-05-01,Hlth_excess,0.021,0.01418958,0.02355668,0.01419506
1961-05-01,Manuf_excess,0.044,0.01194833,0.01062349,0.01194392
1961-05-01,NoDur_excess,0.035,0.01034292,0.02181452,0.0103466
1961-05-01,Other_excess,0.04,0.01114792,0.01274124,0.00909459
1961-05-01,Shops_excess,0.0391,0.01156458,0.01923979,0.01156598
1961-05-01,Telcm_excess,-0.0122,0.00850292,0.02219952,0.01330058
1961-05-01,Utils_excess,0.0221,0.01168542,0.01640037,0.01168649
1961-06-01,Durbl_excess,-0.0173,0.013225,0.01400703,0.0103944
1961-06-01,Enrgy_excess,-0.0422,0.0131775,0.00592836,0.0131651
1961-06-01,HiTec_excess,-0.0356,0.01448833,0.01712825,0.01297615
1961-06-01,Hlth_excess,-0.0363,0.01433833,0.02406209,0.01434084
1961-06-01,Manuf_excess,-0.0317,0.01197917,0.01307384,0.01197237
1961-06-01,NoDur_excess,-0.016,0.0105475,0.02290679,0.01055035
1961-06-01,Other_excess,-0.0394,0.01135333,0.01441363,0.00910814
1961-06-01,Shops_excess,0.0038,0.01163292,0.02089216,0.01163229
1961-06-01,Telcm_excess,-0.0422,0.00843542,0.02235592,0.01267745
1961-06-01,Utils_excess,-0.0207,0.01196375,0.01687209,0.01196191
1961-07-01,Durbl_excess,0.0597,0.01299042,0.01739151,0.01023787
1961-07-01,Enrgy_excess,0.021,0.01278417,0.00683906,0.01277226
1961-07-01,HiTec_excess,0.0161,0.01389083,0.01931778,0.01260596
1961-07-01,Hlth_excess,0.0332,0.01390708,0.02345996,0.01390996
1961-07-01,Manuf_excess,0.023,0.01157667,0.01510855,0.01157039
1961-07-01,NoDur_excess,0.0266,0.01021875,0.02298127,0.0102214
1961-07-01,Other_excess,0.0108,0.01100042,0.01520288,0.00819019
1961-07-01,Shops_excess,0.0228,0.01143667,0.02172169,0.01143627
1961-07-01,Telcm_excess,0.0625,0.00805,0.02218716,0.01166501
1961-07-01,Utils_excess,0.0269,0.011715,0.01720816,0.0117127
1961-08-01,Durbl_excess,0.0122,0.013075,0.02049717,0.01027504
1961-08-01,Enrgy_excess,0.0003,0.01241208,0.00957958,0.01240045
1961-08-01,HiTec_excess,0.0435,0.01388417,0.019177,0.01176606
1961-08-01,Hlth_excess,0.0372,0.01371167,0.02543053,0.01371414
1961-08-01,Manuf_excess,0.0231,0.0113775,0.0176365,0.01137093
1961-08-01,NoDur_excess,0.0499,0.0101,0.02447645,0.01010233
1961-08-01,Other_excess,0.0505,0.01073333,0.01671101,0.00694788
1961-08-01,Shops_excess,0.0312,0.01133542,0.02346003,0.01133475
1961-08-01,Telcm_excess,0.0007,0.0083275,0.02394204,0.01179936
1961-08-01,Utils_excess,0.0367,0.01160625,0.01848255,0.01160431
1961-09-01,Durbl_excess,0.045,0.01302625,0.01884152,0.01056637
1961-09-01,Enrgy_excess,-0.0659,0.0125575,0.00746653,0.01254614
1961-09-01,HiTec_excess,0.0005,0.014035,0.01983168,0.01352489
1961-09-01,Hlth_excess,-0.014,0.01386375,0.02548354,0.01386839
1961-09-01,Manuf_excess,-0.0464,0.01150125,0.01677735,0.01149611
1961-09-01,NoDur_excess,-0.0012,0.01027375,0.02480098,0.01027833
1961-09-01,Other_excess,-0.0197,0.01093667,0.01640443,0.00923542
1961-09-01,Shops_excess,0.0014,0.01136625,0.02308105,0.01136725
1961-09-01,Telcm_excess,-0.029,0.00828667,0.02324607,0.01285584
1961-09-01,Utils_excess,0.0124,0.011845,0.01815333,0.0118441
1961-10-01,Durbl_excess,0.0035,0.01304167,0.02111807,0.01104676
1961-10-01,Enrgy_excess,0.0648,0.01231083,0.00564661,0.01229932
1961-10-01,HiTec_excess,0.0318,0.01407042,0.0189161,0.01356116
1961-10-01,Hlth_excess,0.0347,0.01381458,0.02383561,0.01381763
1961-10-01,Manuf_excess,-0.0041,0.01142958,0.01473853,0.01142356
1961-10-01,NoDur_excess,0.0316,0.010195,0.02396428,0.01019922
1961-10-01,Other_excess,0.0211,0.0109625,0.01514842,0.00880802
1961-10-01,Shops_excess,0.0887,0.01135458,0.02246656,0.01135588
1961-10-01,Telcm_excess,0.0001,0.00815583,0.02117656,0.01201331
1961-10-01,Utils_excess,0.0512,0.01201583,0.0173737,0.01201589
1961-11-01,Durbl_excess,0.0958,0.01338875,0.01570094,0.01116706
1961-11-01,Enrgy_excess,0.0529,0.01248958,0.00560626,0.01247836
1961-11-01,HiTec_excess,0.0277,0.01462417,0.01604716,0.01371987
1961-11-01,Hlth_excess,0.0298,0.01411417,0.02289386,0.01411705
1961-11-01,Manuf_excess,0.0278,0.01168083,0.01084965,0.0116737
1961-11-01,NoDur_excess,0.0534,0.01062083,0.02244152,0.01062474
1961-11-01,Other_excess,0.0369,0.01122333,0.01288133,0.00911976
1961-11-01,Shops_excess,0.0498,0.01194083,0.02251267,0.01194249
1961-11-01,Telcm_excess,0.0835,0.00826958,0.01934423,0.01216978
1961-11-01,Utils_excess,0.0327,0.01263458,0.01626792,0.01263382
1961-12-01,Durbl_excess,0.0268,0.0139425,0.01266267,0.01121909
1961-12-01,Enrgy_excess,0.0366,0.01257917,0.00429732,0.01256702
1961-12-01,HiTec_excess,-0.0087,0.01482458,0.01447755,0.01290043
1961-12-01,Hlth_excess,-0.0218,0.01436167,0.02183702,0.01436397
1961-12-01,Manuf_excess,-0.0002,0.01185583,0.00817183,0.01184712
1961-12-01,NoDur_excess,-0.0338,0.01097625,0.02167617,0.01097935
1961-12-01,Other_excess,-0.0205,0.01144125,0.0104303,0.0081947
1961-12-01,Shops_excess,-0.0054,0.01233833,0.0206881,0.01233828
1961-12-01,Telcm_excess,0.0313,0.00878542,0.01985133,0.01249224
1961-12-01,Utils_excess,-0.0439,0.01305125,0.01470786,0.01304808
1962-01-01,Durbl_excess,-0.0041,0.01454667,0.01292386,0.01108498
1962-01-01,Enrgy_excess,-0.001,0.01319542,0.00399459,0.01318059
1962-01-01,HiTec_excess,-0.052,0.0147675,0.01519198,0.0117982
1962-01-01,Hlth_excess,-0.0502,0.01433792,0.02043948,0.01433866
1962-01-01,Manuf_excess,-0.0379,0.01182292,0.00935358,0.01181292
1962-01-01,NoDur_excess,-0.0639,0.01100042,0.01939854,0.01100155
1962-01-01,Other_excess,-0.017,0.01158,0.00882977,0.00715393
1962-01-01,Shops_excess,-0.0887,0.01272625,0.01808536,0.01272338
1962-01-01,Telcm_excess,-0.0631,0.00927583,0.01922744,0.01224546
1962-01-01,Utils_excess,-0.0283,0.01318167,0.01094988,0.013175
1962-02-01,Durbl_excess,-0.0167,0.01427,0.01375579,0.01104622
1962-02-01,Enrgy_excess,0.0511,0.01326,0.00356445,0.01324597
1962-02-01,HiTec_excess,-0.0022,0.01451208,0.01443676,0.01187643
1962-02-01,Hlth_excess,0.0355,0.01425542,0.01721494,0.01425474
1962-02-01,Manuf_excess,0.012,0.0117575,0.00792498,0.01174713
1962-02-01,NoDur_excess,0.0005,0.01062917,0.01641602,0.01062952
1962-02-01,Other_excess,0.015,0.01111208,0.00920607,0.00735449
1962-02-01,Shops_excess,0.0144,0.01233042,0.01373253,0.01232628
1962-02-01,Telcm_excess,0.0391,0.00907083,0.01624971,0.01124455
1962-02-01,Utils_excess,0.0243,0.01289583,0.009523,0.01289021
1962-03-01,Durbl_excess,0.0021,0.01398417,0.01053776,0.0110512
1962-03-01,Enrgy_excess,-0.0188,0.01371708,0.00349708,0.01370325
1962-03-01,HiTec_excess,0.0003,0.01460542,0.01238921,0.01228859
1962-03-01,Hlth_excess,0.0021,0.01462917,0.01690573,0.01462819
1962-03-01,Manuf_excess,-0.0064,0.01190792,0.00659416,0.01189749
1962-03-01,NoDur_excess,-0.013,0.01086083,0.01483273,0.01086004
1962-03-01,Other_excess,-0.0197,0.0112525,0.00759733,0.00674865
1962-03-01,Shops_excess,0.0071,0.01247125,0.01278998,0.01246726
1962-03-01,Telcm_excess,-0.0314,0.00925792,0.01604274,0.01167295
1962-03-01,Utils_excess,0.0176,0.01310083,0.0091792,0.01309576
1962-04-01,Durbl_excess,-0.054,0.01393417,0.00525246,0.01223914
1962-04-01,Enrgy_excess,-0.0379,0.01398292,0.00036797,0.01397123
1962-04-01,HiTec_excess,-0.1129,0.01486917,0.00914082,0.0149448
1962-04-01,Hlth_excess,-0.1156,0.01486917,0.0149018,0.01486928
1962-04-01,Manuf_excess,-0.0817,0.01211375,0.00312824,0.01210569
1962-04-01,NoDur_excess,-0.0699,0.0111525,0.01166692,0.01115326
1962-04-01,Other_excess,-0.073,0.01154625,0.00315527,0.00916511
1962-04-01,Shops_excess,-0.0465,0.01279667,0.01035308,0.01279578
1962-04-01,Telcm_excess,-0.049,0.00941708,0.01280993,0.01263289
1962-04-01,Utils_excess,-0.0301,0.01368292,0.00774735,0.01368082
1962-05-01,Durbl_excess,-0.0469,0.01389167,0.00487321,0.01070468
1962-05-01,Enrgy_excess,-0.0519,0.01397458,0.00078891,0.01396023
1962-05-01,HiTec_excess,-0.1142,0.01455,0.00908328,0.01113883
1962-05-01,Hlth_excess,-0.1105,0.01457292,0.01309895,0.01456888
1962-05-01,Manuf_excess,-0.0847,0.01196458,0.0020911,0.01195292
1962-05-01,NoDur_excess,-0.1155,0.01103208,0.0108841,0.01102893
1962-05-01,Other_excess,-0.081,0.01132417,0.00313657,0.00639005
1962-05-01,Shops_excess,-0.0932,0.01284917,0.00958822,0.01284323
1962-05-01,Telcm_excess,-0.073,0.00951833,0.01212435,0.01008754
1962-05-01,Utils_excess,-0.1071,0.01370208,0.00866691,0.01369581
1962-06-01,Durbl_excess,-0.0627,0.01327833,0.00906715,0.00878426
1962-06-01,Enrgy_excess,-0.0504,0.01347542,0.00389351,0.0134717
1962-06-01,HiTec_excess,-0.1177,0.01374792,0.01195944,0.01127267
1962-06-01,Hlth_excess,-0.131,0.01349792,0.01280769,0.01350138
1962-06-01,Manuf_excess,-0.0982,0.01154042,0.00444325,0.01153426
1962-06-01,NoDur_excess,-0.0902,0.01018625,0.01113185,0.01018656
1962-06-01,Other_excess,-0.0936,0.01084292,0.00617639,0.00899491
1962-06-01,Shops_excess,-0.1046,0.01196958,0.00996205,0.01196615
1962-06-01,Telcm_excess,-0.0872,0.00889375,0.01272659,0.00607663
1962-06-01,Utils_excess,-0.0531,0.0129075,0.00979089,0.01290446
1962-07-01,Durbl_excess,0.0776,0.01294458,0.01405838,0.00914065
1962-07-01,Enrgy_excess,0.0463,0.01308167,0.00703364,0.01307314
1962-07-01,HiTec_excess,0.1103,0.01306667,0.01525639,0.00800971
1962-07-01,Hlth_excess,0.0751,0.01283417,0.01154784,0.01283063
1962-07-01,Manuf_excess,0.0498,0.01098583,0.00709112,0.01097588
1962-07-01,NoDur_excess,0.0496,0.00966458,0.01166145,0.00966073
1962-07-01,Other_excess,0.0547,0.01037458,0.00973332,0.00557645
1962-07-01,Shops_excess,0.041,0.01142917,0.00976131,0.01142152
1962-07-01,Telcm_excess,0.0696,0.0086275,0.01364316,0.00537688
1962-07-01,Utils_excess,0.0712,0.01261792,0.01165053,0.01261147
1962-08-01,Durbl_excess,0.0362,0.01318208,0.01221444,0.00940873
1962-08-01,Enrgy_excess,0.0161,0.01302333,0.00480724,0.01300958
1962-08-01,HiTec_excess,0.0316,0.01345208,0.01502294,0.00872555
1962-08-01,Hlth_excess,-0.0815,0.01308167,0.01179589,0.01307713
1962-08-01,Manuf_excess,0.0213,0.01107958,0.00527239,0.01106672
1962-08-01,NoDur_excess,0.0067,0.00977167,0.01086774,0.0097662
1962-08-01,Other_excess,0.036,0.01032958,0.00733181,0.00369378
1962-08-01,Shops_excess,0.0407,0.01139458,0.00843427,0.0113854
1962-08-01,Telcm_excess,0.0135,0.00873208,0.01366764,0.00736061
1962-08-01,Utils_excess,0.0292,0.01293542,0.01081844,0.01292592
1962-09-01,Durbl_excess,-0.0241,0.01323625,0.01044431,0.01132803
1962-09-01,Enrgy_excess,-0.0198,0.01294375,0.00414932,0.01293411
1962-09-01,HiTec_excess,-0.0908,0.01355417,0.01340598,0.01212893
1962-09-01,Hlth_excess,-0.0426,0.01264167,0.00983878,0.01263882
1962-09-01,Manuf_excess,-0.0601,0.01111375,0.00439334,0.01110445
1962-09-01,NoDur_excess,-0.0582,0.0097675,0.01014669,0.00976563
