date,asset_i,asset_j,covariance
1947-03-01,HiTec_excess,NoDur_excess,0.0059479158
1947-03-01,HiTec_excess,Durbl_excess,0.0110951758
1947-03-01,HiTec_excess,Manuf_excess,0.0097752031
1947-03-01,HiTec_excess,Enrgy_excess,0.0070776841
1947-03-01,HiTec_excess,HiTec_excess,0.0107948424
1947-03-01,HiTec_excess,Telcm_excess,0.004838131
1947-03-01,HiTec_excess,Shops_excess,0.0079177756
1947-03-01,HiTec_excess,Hlth_excess,0.0067315811
1947-03-01,HiTec_excess,Utils_excess,0.0083032922
1947-03-01,HiTec_excess,Other_excess,0.0092901769
1947-03-01,Telcm_excess,NoDur_excess,0.0028556692
1947-03-01,Telcm_excess,Durbl_excess,0.0050830895
1947-03-01,Telcm_excess,Manuf_excess,0.0045724402
1947-03-01,Telcm_excess,Enrgy_excess,0.0033342077
1947-03-01,Telcm_excess,HiTec_excess,0.004838131
1947-03-01,Telcm_excess,Telcm_excess,0.0032518441
1947-03-01,Telcm_excess,Shops_excess,0.0038151321
1947-03-01,Telcm_excess,Hlth_excess,0.003303082
1947-03-01,Telcm_excess,Utils_excess,0.0043770953
1947-03-01,Telcm_excess,Other_excess,0.0046343318
1947-03-01,Shops_excess,NoDur_excess,0.00497054
1947-03-01,Shops_excess,Durbl_excess,0.0089446165
1947-03-01,Shops_excess,Manuf_excess,0.0075882778
1947-03-01,Shops_excess,Enrgy_excess,0.0056236694
1947-03-01,Shops_excess,HiTec_excess,0.0079177756
1947-03-01,Shops_excess,Telcm_excess,0.0038151321
1947-03-01,Shops_excess,Shops_excess,0.0074226381
1947-03-01,Shops_excess,Hlth_excess,0.0056812804
1947-03-01,Shops_excess,Utils_excess,0.0064038676
1947-03-01,Shops_excess,Other_excess,0.0072534032
1947-03-01,Hlth_excess,NoDur_excess,0.0042651815
1947-03-01,Hlth_excess,Durbl_excess,0.0072475283
1947-03-01,Hlth_excess,Manuf_excess,0.0063295822
1947-03-01,Hlth_excess,Enrgy_excess,0.0047667017
1947-03-01,Hlth_excess,HiTec_excess,0.0067315811
1947-03-01,Hlth_excess,Telcm_excess,0.003303082
1947-03-01,Hlth_excess,Shops_excess,0.0056812804
1947-03-01,Hlth_excess,Hlth_excess,0.0060200451
1947-03-01,Hlth_excess,Utils_excess,0.0055495239
1947-03-01,Hlth_excess,Other_excess,0.0062147719
1947-03-01,Utils_excess,NoDur_excess,0.0047702943
1947-03-01,Utils_excess,Durbl_excess,0.0083354969
1947-03-01,Utils_excess,Manuf_excess,0.0074619902
1947-03-01,Utils_excess,Enrgy_excess,0.0055698189
1947-03-01,Utils_excess,HiTec_excess,0.0083032922
1947-03-01,Utils_excess,Telcm_excess,0.0043770953
1947-03-01,Utils_excess,Shops_excess,0.0064038676
1947-03-01,Utils_excess,Hlth_excess,0.0055495239
1947-03-01,Utils_excess,Utils_excess,0.0088263207
1947-03-01,Utils_excess,Other_excess,0.0077819587
1947-03-01,Other_excess,NoDur_excess,0.0055939163
1947-03-01,Other_excess,Durbl_excess,0.0101510532
1947-03-01,Other_excess,Manuf_excess,0.0092278684
1947-03-01,Other_excess,Enrgy_excess,0.0068287388
1947-03-01,Other_excess,HiTec_excess,0.0092901769
1947-03-01,Other_excess,Telcm_excess,0.0046343318
1947-03-01,Other_excess,Shops_excess,0.0072534032
1947-03-01,Other_excess,Hlth_excess,0.0062147719
1947-03-01,Other_excess,Utils_excess,0.0077819587
1947-03-01,Other_excess,Other_excess,0.0101389191
