date,asset,realized,historical_mean
2015-01-01,Telcm_excess,-0.0447,0.005750094696969697
2015-01-01,Shops_excess,-0.004,0.007369223484848485
2015-01-01,Hlth_excess,0.0158,0.008037500000000001
2015-01-01,Utils_excess,0.0124,0.006110984848484849
2015-01-01,Other_excess,-0.064,0.00620284090909091
2015-02-01,NoDur_excess,0.0513,0.006924976348155155
2015-02-01,Durbl_excess,0.0802,0.007947587511825923
2015-02-01,Manuf_excess,0.0615,0.007353547776726585
2015-02-01,Enrgy_excess,0.0472,0.007628192999053927
2015-02-01,HiTec_excess,0.0822,0.008080605487228004
2015-02-01,Telcm_excess,0.0892,0.00570236518448439
2015-02-01,Shops_excess,0.0567,0.007358467360454116
2015-02-01,Hlth_excess,0.04,0.00804484389782403
2015-02-01,Utils_excess,-0.0436,0.006116934720908231
2015-02-01,Other_excess,0.0724,0.006136423841059602
2015-03-01,NoDur_excess,-0.0242,0.006966918714555765
2015-03-01,Durbl_excess,-0.0058,0.008015879017013235
2015-03-01,Manuf_excess,-0.0205,0.007404725897920604
2015-03-01,Enrgy_excess,-0.0249,0.007665595463137997
2015-03-01,HiTec_excess,-0.0251,0.008150661625708884
2015-03-01,Telcm_excess,-0.0212,0.005781285444234404
2015-03-01,Shops_excess,0.0066,0.007405103969754253
2015-03-01,Hlth_excess,0.0086,0.008075047258979206
2015-03-01,Utils_excess,-0.0031,0.006069943289224953
2015-03-01,Other_excess,-0.0061,0.006199054820415879
2015-04-01,NoDur_excess,0.0081,0.006937488196411709
2015-04-01,Durbl_excess,-0.0071,0.008002832861189803
2015-04-01,Manuf_excess,-0.0076,0.007378375826251179
2015-04-01,Enrgy_excess,0.0665,0.007634844192634561
2015-04-01,HiTec_excess,0.0144,0.008119263456090651
2015-04-01,Telcm_excess,0.0363,0.005755807365439093
2015-04-01,Shops_excess,-0.0209,0.0074043437204910295
2015-04-01,Hlth_excess,-0.0155,0.008075542965061378
2015-04-01,Utils_excess,0.0028,0.006061284230406044
2015-04-01,Other_excess,0.0062,0.006187440982058546
2015-05-01,NoDur_excess,0.015,0.006938584905660377
2015-05-01,Durbl_excess,0.0099,0.007988584905660378
2015-05-01,Manuf_excess,0.0088,0.007364245283018867
2015-05-01,Enrgy_excess,-0.0511,0.007690377358490567
2015-05-01,HiTec_excess,0.0193,0.008125188679245283
2015-05-01,Telcm_excess,0.0033,0.005784622641509435
2015-05-01,Shops_excess,0.0107,0.007377641509433963
2015-05-01,Hlth_excess,0.0499,0.008053301886792453
2015-05-01,Utils_excess,-0.0043,0.0060582075471698115
2015-05-01,Other_excess,0.0172,0.0061874528301886795
2015-06-01,NoDur_excess,-0.0153,0.0069461828463713475
2015-06-01,Durbl_excess,-0.0185,0.00799038642789821
2015-06-01,Manuf_excess,-0.0199,0.0073655984919886895
2015-06-01,Enrgy_excess,-0.0375,0.007634967012252592
2015-06-01,HiTec_excess,-0.0359,0.008135721017907636
2015-06-01,Telcm_excess,-0.0055,0.005782280867106503
2015-06-01,Shops_excess,-0.0061,0.007380772855796419
2015-06-01,Hlth_excess,0.0037,0.008092742695570216
2015-06-01,Utils_excess,-0.0527,0.006048444863336475
2015-06-01,Other_excess,0.0003,0.006197832233741753
2015-07-01,NoDur_excess,0.0496,0.006925235404896421
2015-07-01,Durbl_excess,-0.0231,0.007965442561205273
2015-07-01,Manuf_excess,-0.02,0.007339924670433145
2015-07-01,Enrgy_excess,-0.0895,0.007592467043314501
2015-07-01,HiTec_excess,0.0221,0.008094256120527306
2015-07-01,Telcm_excess,0.0152,0.00577165725047081
2015-07-01,Shops_excess,0.0514,0.007368079096045198
2015-07-01,Hlth_excess,0.035,0.008088606403013182
2015-07-01,Utils_excess,0.0265,0.005993126177024483
2015-07-01,Other_excess,0.0182,0.006192278719397364
2015-08-01,NoDur_excess,-0.041,0.006965380997177798
2015-08-01,Durbl_excess,-0.0598,0.007936218250235185
2015-08-01,Manuf_excess,-0.0561,0.00731420507996237
2015-08-01,Enrgy_excess,-0.0365,0.007501128880526811
2015-08-01,HiTec_excess,-0.0583,0.008107431796801507
2015-08-01,Telcm_excess,-0.0838,0.005780526810912512
2015-08-01,Shops_excess,-0.053,0.007409501411100659
2015-08-01,Hlth_excess,-0.0838,0.008113922859830668
2015-08-01,Utils_excess,-0.0408,0.006012417685794921
2015-08-01,Other_excess,-0.0617,0.006203574788334902
2015-09-01,NoDur_excess,-0.0056,0.006920300751879698
2015-09-01,Durbl_excess,-0.0345,0.007872556390977444
2015-09-01,Manuf_excess,-0.0424,0.007254605263157895
2015-09-01,Enrgy_excess,-0.0575,0.007459774436090226
2015-09-01,HiTec_excess,-0.0132,0.008045018796992482
2015-09-01,Telcm_excess,-0.025,0.0056963345864661655
2015-09-01,Shops_excess,-0.0206,0.007352725563909775
2015-09-01,Hlth_excess,-0.0692,0.008027537593984961
2015-09-01,Utils_excess,-0.005,0.0059684210526315794
2015-09-01,Other_excess,-0.0306,0.0061397556390977446
2015-10-01,NoDur_excess,0.068,0.006908544600938967
2015-10-01,Durbl_excess,0.0696,0.007832769953051644
2015-10-01,Manuf_excess,0.0941,0.007207981220657277
2015-10-01,Enrgy_excess,0.1217,0.007398779342723006
2015-10-01,HiTec_excess,0.1012,0.008025070422535212
2015-10-01,Telcm_excess,0.0907,0.005667511737089201
2015-10-01,Shops_excess,0.0482,0.007326478873239437
2015-10-01,Hlth_excess,0.0751,0.007955023474178403
2015-10-01,Utils_excess,0.0209,0.0059581220657277
2015-10-01,Other_excess,0.0657,0.006105258215962442
2015-11-01,NoDur_excess,-0.0092,0.006965853658536585
2015-11-01,Durbl_excess,0.0196,0.007890712945590994
2015-11-01,Manuf_excess,0.0041,0.007289493433395872
2015-11-01,Enrgy_excess,0.0106,0.007506003752345216
2015-11-01,HiTec_excess,0.0115,0.008112476547842402
2015-11-01,Telcm_excess,-0.0192,0.005747279549718574
2015-11-01,Shops_excess,0.011,0.007364821763602252
2015-11-01,Hlth_excess,0.0058,0.008018011257035648
2015-11-01,Utils_excess,-0.0342,0.0059721388367729835
2015-11-01,Other_excess,0.0138,0.006161163227016885
2015-12-01,NoDur_excess,0.0077,0.00695070290534208
2015-12-01,Durbl_excess,-0.0409,0.007901686972820994
2015-12-01,Manuf_excess,-0.0255,0.007286504217432052
2015-12-01,Enrgy_excess,-0.0961,0.007508903467666354
2015-12-01,HiTec_excess,-0.0253,0.00811565135895033
2015-12-01,Telcm_excess,-0.0297,0.005723898781630741
2015-12-01,Shops_excess,0.0003,0.007368228678537957
2015-12-01,Hlth_excess,0.0031,0.008015932521087161
2015-12-01,Utils_excess,-0.024,0.005934489222118089
2015-12-01,Other_excess,-0.0268,0.006168322399250234
2016-01-01,NoDur_excess,0.0016,0.006951404494382022
2016-01-01,Durbl_excess,-0.1234,0.007855992509363295
2016-01-01,Manuf_excess,-0.0572,0.007255805243445693
2016-01-01,Enrgy_excess,-0.0438,0.00741189138576779
2016-01-01,HiTec_excess,-0.0597,0.00808436329588015
2016-01-01,Telcm_excess,0.0038,0.005690730337078652
2016-01-01,Shops_excess,-0.0454,0.007361610486891386
2016-01-01,Hlth_excess,-0.1013,0.008011329588014982
2016-01-01,Utils_excess,0.0466,0.005906460674157303
2016-01-01,Other_excess,-0.0874,0.006137453183520599
2016-02-01,NoDur_excess,0.0057,0.006946398503274087
2016-02-01,Durbl_excess,0.0407,0.007733208606173994
2016-02-01,Manuf_excess,0.0328,0.007195509822263798
2016-02-01,Enrgy_excess,-0.0297,0.007363985032740879
2016-02-01,HiTec_excess,-0.009,0.008020954162768944
2016-02-01,Telcm_excess,0.0089,0.0056889616463985035
2016-02-01,Shops_excess,0.0009,0.007312254443405052
2016-02-01,Hlth_excess,-0.0099,0.007909073900841907
2016-02-01,Utils_excess,0.017,0.005944527595884005
2016-02-01,Other_excess,-0.0044,0.006049953227315248
2016-03-01,NoDur_excess,0.0494,0.006945233644859813
2016-03-01,Durbl_excess,0.1063,0.007764018691588786
2016-03-01,Manuf_excess,0.0689,0.007219439252336449
2016-03-01,Enrgy_excess,0.1087,0.007329345794392524
2016-03-01,HiTec_excess,0.0847,0.008005046728971963
2016-03-01,Telcm_excess,0.0614,0.005691962616822431
2016-03-01,Shops_excess,0.0554,0.007306261682242991
2016-03-01,Hlth_excess,0.0393,0.007892429906542056
2016-03-01,Utils_excess,0.0782,0.005954859813084113
2016-03-01,Other_excess,0.0713,0.006040186915887849
2016-04-01,NoDur_excess,0.0026,0.0069848739495798305
2016-04-01,Durbl_excess,0.0153,0.007856022408963588
2016-04-01,Manuf_excess,0.0228,0.00727703081232493
2016-04-01,Enrgy_excess,0.0916,0.007423996265172736
2016-04-01,HiTec_excess,-0.0421,0.008076657329598506
2016-04-01,Telcm_excess,0.0068,0.005743977591036414
2016-04-01,Shops_excess,-0.0056,0.007351167133520075
2016-04-01,Hlth_excess,0.0495,0.007921755368814192
2016-04-01,Utils_excess,-0.0081,0.00602231559290383
2016-04-01,Other_excess,0.024,0.006101120448179271
2016-05-01,NoDur_excess,0.0073,0.006980783582089552
2016-05-01,Durbl_excess,-0.011,0.007862966417910448
2016-05-01,Manuf_excess,-0.0054,0.007291511194029851
2016-05-01,Enrgy_excess,-0.006,0.007502518656716418
