date,asset,realized,historical_mean,ols_restricted,ols4_restricted,ridge_restricted,elastic_net_restricted,random_forest
1990-10-01,HiTec_excess,-0.0385,0.00752118,0.0,0.0002624,0.00461773,0.0,-0.00179308
1990-11-01,HiTec_excess,0.1043,0.0074611,0.0,0.00099346,0.00494536,0.0,-0.00411787
1990-12-01,HiTec_excess,0.0347,0.00758735,0.0,0.00106214,0.00550393,0.0,0.00647209
1991-01-01,HiTec_excess,0.1456,0.00762266,0.0,0.00155306,0.00595419,0.0,0.00857635
1991-02-01,HiTec_excess,0.0551,0.00780208,0.0,0.00231042,0.00548107,0.0,0.00402582
1991-03-01,HiTec_excess,-0.0016,0.00786351,0.0,0.00151357,0.00585492,0.0,0.00985044
1991-04-01,HiTec_excess,-0.0324,0.00785123,0.0,0.00099888,0.0056781,0.0,0.00908693
1991-05-01,HiTec_excess,0.0321,0.00779909,0.0,0.00096292,0.00549139,0.0,0.00724981
1991-06-01,HiTec_excess,-0.0928,0.00783053,0.0,0.00068682,0.00502751,0.0,-0.00294863
1991-07-01,HiTec_excess,0.0426,0.00770052,0.0,0.00044087,0.00471839,0.0,-0.00254685
1991-08-01,HiTec_excess,0.0238,0.00774555,0.0,0.0,0.0048361,0.0,-0.00388965
1991-09-01,HiTec_excess,-0.0194,0.00776624,0.0,0.00022361,0.00463436,0.0,-0.00531197
1991-10-01,HiTec_excess,0.0171,0.00773127,0.0,0.00054368,0.0044081,0.0,-0.00583397
1991-11-01,HiTec_excess,-0.0471,0.00774332,0.0,0.00091465,0.0044079,0.0,-0.00357166
1991-12-01,HiTec_excess,0.0891,0.00767291,0.0,0.00194099,0.00457191,0.0,-0.00345235
1992-01-01,HiTec_excess,0.0609,0.00777731,0.0,0.00161307,0.00473636,0.0,-0.00546598
1992-02-01,HiTec_excess,0.0353,0.00784533,0.0,0.00301583,0.00459959,0.0,-0.00364129
1992-03-01,HiTec_excess,-0.0541,0.00788043,0.0,0.00325742,0.00462942,0.0,0.00024328
1992-04-01,HiTec_excess,-0.0122,0.00780128,0.0,0.002595,0.00376515,0.0,-0.00371236
1992-05-01,HiTec_excess,-0.0018,0.00777577,0.0,0.00247406,0.00431143,0.0,-0.00330714
1992-06-01,HiTec_excess,-0.0437,0.00776357,0.0,0.00243614,0.00476643,0.0,-0.00227447
1992-07-01,HiTec_excess,0.0255,0.00769809,0.0,0.00197832,0.00406548,0.0,-0.0032388
1992-08-01,HiTec_excess,-0.0464,0.00772071,0.0,0.00213575,0.00450487,0.0,-0.00238395
1992-09-01,HiTec_excess,0.0307,0.00765203,0.0,0.00183648,0.00425548,0.0,-0.00264186
1992-10-01,HiTec_excess,0.0172,0.00768124,0.0,0.00238369,0.00430192,0.0,-0.00220788
1992-11-01,HiTec_excess,0.0635,0.00769329,0.0,0.00314683,0.00427909,0.0,-0.00042201
1992-12-01,HiTec_excess,-0.0026,0.00776384,0.0,0.00314816,0.00494218,0.0,0.00145849
1993-01-01,HiTec_excess,0.0457,0.00775076,0.0,0.00259604,0.00517073,0.0,-0.00060877
1993-02-01,HiTec_excess,-0.0075,0.00779861,0.0,0.0031929,0.0046251,0.0,-0.0012778
1993-03-01,HiTec_excess,0.02,0.00777935,0.0,0.00270645,0.00457434,0.0,-0.00019897
1993-04-01,HiTec_excess,-0.0382,0.00779472,0.0,0.00233919,0.00420223,0.0,0.00099847
1993-05-01,HiTec_excess,0.0852,0.00773693,0.0,0.00270621,0.00429996,0.0,-0.00038048
1993-06-01,HiTec_excess,-0.0077,0.00783413,0.0,0.00346716,0.00454757,0.0,0.00191922
1993-07-01,HiTec_excess,-0.0408,0.00781466,0.0,0.00281893,0.00456796,0.0,0.00147581
1993-08-01,HiTec_excess,0.0632,0.00775382,0.0,0.00256598,0.00446705,0.0,0.00201101
1993-09-01,HiTec_excess,0.0094,0.00782312,0.0,0.00238727,0.00434017,0.0,0.00176083
1993-10-01,HiTec_excess,0.0143,0.00782509,0.0,0.0025355,0.00445285,0.0,0.00267029
1993-11-01,HiTec_excess,-0.0048,0.00783317,0.0,0.00210535,0.00399805,0.0,0.00082884
1993-12-01,HiTec_excess,0.0272,0.00781743,0.0,0.00254116,0.00431341,0.0,0.00387763
1994-01-01,HiTec_excess,0.0437,0.00784154,0.0,0.00280732,0.00480118,0.0,0.00479905
1994-02-01,HiTec_excess,0.0151,0.00788609,0.0,0.0027074,0.00447561,0.0,0.00408937
1994-03-01,HiTec_excess,-0.0407,0.00789504,0.0,0.00290649,0.0041176,0.0,-0.0002047
1994-04-01,HiTec_excess,-0.018,0.00783482,0.0,0.00293035,0.00377907,0.0,-0.00306935
1994-05-01,HiTec_excess,0.0178,0.00780285,0.0,0.00238832,0.00444847,0.0,0.0036331
1994-06-01,HiTec_excess,-0.0546,0.0078152,0.0,0.00154864,0.00436701,0.0,0.00636858
1994-07-01,HiTec_excess,0.035,0.00773815,0.0,0.00176575,0.00422357,0.0,0.00650006
1994-08-01,HiTec_excess,0.0882,0.00777176,0.00032004,0.00110787,0.00473244,0.0,0.00681199
1994-09-01,HiTec_excess,-0.0076,0.00787081,0.0,0.00095721,0.00423601,0.0,0.0062767
1994-10-01,HiTec_excess,0.0669,0.00785178,0.0,0.00122294,0.0041298,0.0,0.00276458
1994-11-01,HiTec_excess,-0.0246,0.00792432,0.0,0.0008551,0.00466069,0.0,0.0105016
1994-12-01,HiTec_excess,0.0202,0.00788442,0.0,0.00056498,0.0047634,0.0,0.00972222
1995-01-01,HiTec_excess,-0.0122,0.00789951,0.00446426,0.0,0.00429369,0.00200913,0.01073471
1995-02-01,HiTec_excess,0.0626,0.00787491,0.00277509,0.0,0.003562,0.0,0.0058619
1995-03-01,HiTec_excess,0.0408,0.00794181,0.00504564,0.0,0.00357653,0.00112285,0.00788493
1995-04-01,HiTec_excess,0.0779,0.00798193,0.00509526,0.0,0.00343111,0.0006,0.00960283
1995-05-01,HiTec_excess,0.0238,0.0080672,0.00836803,0.0,0.00379995,0.00301238,0.0105277
1995-06-01,HiTec_excess,0.0923,0.00808636,0.01609479,0.0,0.00463542,0.00880128,0.01006099
1995-07-01,HiTec_excess,0.0726,0.00818881,0.01073968,0.0,0.0039033,0.00386485,0.01262596
1995-08-01,HiTec_excess,-0.0042,0.00826707,0.01284455,0.0,0.00414402,0.00547122,0.01343121
1995-09-01,HiTec_excess,0.0084,0.00825194,0.01511258,0.0,0.00440216,0.00732908,0.01278659
1995-10-01,HiTec_excess,0.01,0.00825212,0.01511448,0.0,0.00429642,0.00709649,0.0129396
1995-11-01,HiTec_excess,-0.0086,0.00825424,0.01181552,0.0,0.00380021,0.00437302,0.01240415
1995-12-01,HiTec_excess,-0.0459,0.00823386,0.01782028,0.0,0.0043307,0.00897023,0.0115537
1996-01-01,HiTec_excess,0.0158,0.00816848,0.0160678,0.0,0.00410962,0.00753035,0.0095466
1996-02-01,HiTec_excess,0.0597,0.00817768,0.00567757,0.0,0.00226208,0.0,0.00551503
1996-03-01,HiTec_excess,-0.0372,0.00823976,0.00245113,0.0,0.00213264,0.0,-0.00101448
1996-04-01,HiTec_excess,0.0922,0.00818508,0.00333691,0.0,0.00222356,0.0,0.00205697
1996-05-01,HiTec_excess,0.0347,0.00828606,0.00441513,0.0,0.00249835,0.0,0.00406749
1996-06-01,HiTec_excess,-0.0515,0.00831777,0.01076885,0.0,0.00324159,0.00353539,0.0061924
1996-07-01,HiTec_excess,-0.0785,0.00824604,0.01340535,0.0,0.00357602,0.00556579,0.0048417
1996-08-01,HiTec_excess,0.0399,0.00814216,0.00634603,0.0,0.00269573,6.91e-06,0.00861253
1996-09-01,HiTec_excess,0.1021,0.00818014,0.00773746,0.0,0.00287266,0.0011153,0.01032628
1996-10-01,HiTec_excess,-0.0234,0.00829235,0.01232595,0.0,0.00337552,0.00476736,0.00435678
1996-11-01,HiTec_excess,0.1152,0.00825453,0.01538633,0.0,0.0036098,0.00677249,0.00329852
1996-12-01,HiTec_excess,-0.032,0.008382,0.0172037,0.0,0.00364118,0.00772744,0.00505008
1997-01-01,HiTec_excess,0.0885,0.00833393,0.01286697,0.0,0.00311929,0.00418369,0.00488123
1997-02-01,HiTec_excess,-0.0781,0.00842925,0.01391647,0.0,0.002918,0.00485857,0.00646372
1997-03-01,HiTec_excess,-0.0609,0.00832648,0.01288883,0.0,0.00276821,0.00403352,0.0042628
1997-04-01,HiTec_excess,0.0725,0.00824437,0.00734554,0.0,0.00232158,0.0,0.00416638
1997-05-01,HiTec_excess,0.0969,0.0083205,0.01530263,0.0,0.00342685,0.00660287,0.00175345
1997-06-01,HiTec_excess,0.0106,0.00842533,0.02130722,0.0,0.00420857,0.01142561,0.00570968
1997-07-01,HiTec_excess,0.1554,0.0084279,0.02033873,0.0,0.00390149,0.01035189,0.00666515
1997-08-01,HiTec_excess,-0.018,0.00860142,0.02825272,0.0,0.0047988,0.01654684,0.00773529
1997-09-01,HiTec_excess,0.0299,0.00857005,0.01375148,0.00018765,0.0029586,0.00526804,0.00641013
1997-10-01,HiTec_excess,-0.087,0.00859517,0.01917565,0.0003165,0.00367894,0.009633,0.00763612
1997-11-01,HiTec_excess,0.0105,0.00848271,0.0115832,0.0,0.00276798,0.00380866,-0.00016782
1997-12-01,HiTec_excess,-0.047,0.00848508,0.01746149,0.0,0.00334682,0.0082878,0.00555052
1998-01-01,HiTec_excess,0.0482,0.00841995,0.01843644,0.0,0.00337176,0.00899615,0.00568624
1998-02-01,HiTec_excess,0.0995,0.00846659,0.01495217,0.0,0.0029137,0.00608114,0.00613827
1998-03-01,HiTec_excess,0.0092,0.00857319,0.01726063,0.0,0.0030585,0.00765699,0.00905896
1998-04-01,HiTec_excess,0.0475,0.00857392,0.01786535,0.0,0.00288832,0.00763315,0.00801306
1998-05-01,HiTec_excess,-0.0744,0.00861939,0.01880986,0.00085162,0.00322523,0.00867455,0.00929201
1998-06-01,HiTec_excess,0.0833,0.00852252,0.01710145,0.0,0.00299688,0.00746257,0.00803059
1998-07-01,HiTec_excess,0.0012,0.00860967,0.01513181,0.00046727,0.00277056,0.0058987,0.00848315
1998-08-01,HiTec_excess,-0.1811,0.00860105,0.01274304,0.00064977,0.00251384,0.00420367,0.0087392
1998-09-01,HiTec_excess,0.1469,0.00838047,0.00019625,0.0,0.00158048,0.0,-0.00155009
1998-10-01,HiTec_excess,0.0589,0.00854135,0.01900746,0.00081596,0.00414715,0.01042797,0.0046632
1998-11-01,HiTec_excess,0.1135,0.00859977,0.01242874,0.00331619,0.00284556,0.00377688,0.00445037
1998-12-01,HiTec_excess,0.1477,0.00872132,0.02969006,0.00429,0.00502115,0.01717507,0.01165685
1999-01-01,HiTec_excess,0.1472,0.00888218,0.02693312,0.0072256,0.00492685,0.01544915,0.00961215
1999-02-01,HiTec_excess,-0.1192,0.00904208,0.02959768,0.01026974,0.00552726,0.01803631,0.01195517
1999-03-01,HiTec_excess,0.0804,0.008894,0.01700585,0.00741327,0.0036449,0.00782333,0.00425999
1999-04-01,HiTec_excess,0.0189,0.00897647,0.0217465,0.00835923,0.00455116,0.01216647,0.01213898
1999-05-01,HiTec_excess,-0.0117,0.0089879,0.01653106,0.00855805,0.00340027,0.00742558,0.00781975
1999-06-01,HiTec_excess,0.1116,0.0089641,0.02122934,0.00762059,0.0044254,0.01198674,0.01229271
1999-07-01,HiTec_excess,-0.0211,0.00908207,0.02401101,0.00934513,0.00506126,0.01463069,0.0138142
1999-08-01,HiTec_excess,0.0507,0.00904742,0.02185818,0.0086804,0.00465965,0.01265898,0.01261397
1999-09-01,HiTec_excess,-0.0049,0.00909518,0.02554276,0.00897334,0.00531905,0.01598438,0.01394122
1999-10-01,HiTec_excess,0.0262,0.00907915,0.02566886,0.00904724,0.00519635,0.01561992,0.01142659
1999-11-01,HiTec_excess,0.1239,0.00909874,0.03044496,0.00922862,0.00565488,0.01940188,0.01187427
1999-12-01,HiTec_excess,0.2031,0.00922994,0.03411692,0.01053453,0.00629603,0.02260695,0.01519671
2000-01-01,HiTec_excess,-0.0562,0.00945126,0.03750319,0.01286632,0.00896093,0.02638122,0.02506646
2000-02-01,HiTec_excess,0.1761,0.0093764,0.02427864,0.01066089,0.00866699,0.01580694,0.01729117
2000-03-01,HiTec_excess,0.0362,0.00956629,0.03025305,0.01277203,0.0089238,0.02044641,0.021478
2000-04-01,HiTec_excess,-0.1101,0.00959659,0.03143146,0.01405252,0.00894905,0.02142606,0.02230477
2000-05-01,HiTec_excess,-0.1135,0.00946057,0.03476361,0.0121453,0.00893301,0.02446735,0.02055157
2000-06-01,HiTec_excess,0.1223,0.009321,0.0306741,0.01052125,0.00870011,0.02012033,0.01507562
2000-07-01,HiTec_excess,-0.0563,0.00944909,0.04184778,0.01212783,0.00896395,0.02868661,0.01724268
2000-08-01,HiTec_excess,0.1218,0.00937463,0.03753417,0.00972899,0.00884168,0.02566433,0.01517689
2000-09-01,HiTec_excess,-0.1524,0.00950181,0.04160768,0.0118199,0.00904313,0.02930718,0.01877679
2000-10-01,HiTec_excess,-0.0803,0.00931887,0.03602094,0.00886966,0.00867762,0.02359433,0.0136057
2000-11-01,HiTec_excess,-0.2371,0.00921772,0.02795752,0.00733492,0.00854762,0.01840932,0.0080581
2000-12-01,HiTec_excess,-0.0849,0.00894002,0.02715606,0.00275368,0.00824626,0.01735015,-0.00181776
2001-01-01,HiTec_excess,0.1564,0.00883435,0.02688843,0.00208246,0.00819046,0.01732864,-0.0006995
2001-02-01,HiTec_excess,-0.2645,0.00900034,0.03224229,0.00604957,0.00843656,0.02159069,0.00715615
2001-03-01,HiTec_excess,-0.1431,0.00869303,0.01705655,0.00278198,0.00795519,0.00951447,0.00642303
2001-04-01,HiTec_excess,0.1762,0.00852267,0.01347305,0.00296873,0.00781777,0.00695556,0.00232516
2001-05-01,HiTec_excess,-0.0352,0.00871065,0.01524592,0.00678566,0.00806078,0.00873472,0.00673635
2001-06-01,HiTec_excess,0.0113,0.00866148,0.01580665,0.00665692,0.00801624,0.00912036,0.0038387
2001-07-01,HiTec_excess,-0.0787,0.00866443,0.01420632,0.00709609,0.00806574,0.00875105,0.00754065
2001-08-01,HiTec_excess,-0.1294,0.00856682,0.01846916,0.00583637,0.00810207,0.01281047,0.00314348
2001-09-01,HiTec_excess,-0.1928,0.00841283,0.00667391,0.00474373,0.00774131,0.00407696,-0.00302911
2001-10-01,HiTec_excess,0.1548,0.00818852,0.0,0.00518844,0.00731756,0.0,-0.01655268
2001-11-01,HiTec_excess,0.1572,0.00835178,0.01208059,0.00739905,0.00797415,0.00939225,-0.00709745
2001-12-01,HiTec_excess,-0.0078,0.00851735,0.00752832,0.01015649,0.00805804,0.0061784,-0.00242348
2002-01-01,HiTec_excess,-0.0066,0.00849922,0.01153635,0.01219017,0.00819005,0.00876407,-0.0007211
2002-02-01,HiTec_excess,-0.1328,0.00848246,0.00759601,0.01211178,0.00807965,0.00504753,-0.00146978
2002-03-01,HiTec_excess,0.0637,0.00832583,0.00237657,0.00996835,0.00776005,0.00034721,-0.00881594
2002-04-01,HiTec_excess,-0.1205,0.00838715,0.00016212,0.01070475,0.00774136,0.0,0.00086975
2002-05-01,HiTec_excess,-0.0373,0.00824458,0.0033294,0.00887505,0.00770939,0.00064397,0.00230613
2002-06-01,HiTec_excess,-0.1228,0.00819425,0.00983254,0.00854073,0.00774864,0.00525242,0.00708917
2002-07-01,HiTec_excess,-0.0985,0.00804967,0.00595258,0.00731637,0.00755685,0.00224615,0.00206049
2002-08-01,HiTec_excess,-0.011,0.00793219,0.0015181,0.00670768,0.00747207,0.0,0.00344282
2002-09-01,HiTec_excess,-0.1674,0.00791134,0.00928913,0.00592667,0.00746821,0.00437566,0.00664057
2002-10-01,HiTec_excess,0.1923,0.00771848,0.01019652,0.00528466,0.00730954,0.00450985,0.00317086
2002-11-01,HiTec_excess,0.1615,0.00792132,0.00343076,0.00667217,0.00739319,0.0,0.00079257
2002-12-01,HiTec_excess,-0.1301,0.0080899,0.01551056,0.00830469,0.00775749,0.00889994,0.00467896
2003-01-01,HiTec_excess,-0.0161,0.00793838,0.01455031,0.00704091,0.0076924,0.00927038,0.00474064
2003-02-01,HiTec_excess,0.0107,0.00791205,0.00505199,0.00705736,0.00738821,0.0010082,0.00596126
2003-03-01,HiTec_excess,-0.0107,0.0079151,0.00452886,0.00691905,0.00737902,0.00026001,-0.0001795
2003-04-01,HiTec_excess,0.0908,0.00789475,0.00256817,0.00679178,0.00732626,0.0,0.00225143
2003-05-01,HiTec_excess,0.0971,0.00798526,0.02005031,0.00692644,0.00773016,0.01252166,0.00890569
2003-06-01,HiTec_excess,0.0025,0.00808244,0.02385923,0.00719382,0.00794127,0.01567089,0.00854729
2003-07-01,HiTec_excess,0.0553,0.00807636,0.01794731,0.00767216,0.00776283,0.0106719,0.00952987
2003-08-01,HiTec_excess,0.0599,0.00812775,0.0121289,0.00869837,0.00769028,0.00711695,0.00536446
2003-09-01,HiTec_excess,-0.0101,0.00818402,0.02245787,0.00901754,0.00791948,0.013361,0.00989505
2003-10-01,HiTec_excess,0.0821,0.00816417,0.02473433,0.00840304,0.00794538,0.01480278,0.00860626
2003-11-01,HiTec_excess,0.0179,0.00824436,0.02765329,0.00910468,0.00804891,0.01785881,0.01128541
2003-12-01,HiTec_excess,0.0207,0.00825482,0.03480074,0.00918594,0.0081788,0.0227058,0.01159298
2004-01-01,HiTec_excess,0.0444,0.00826829,0.0351577,0.00899895,0.00816539,0.02259738,0.0111368
2004-02-01,HiTec_excess,-0.0297,0.00830735,0.02888524,0.00904065,0.008037,0.01737597,0.00934046
2004-03-01,HiTec_excess,-0.026,0.00826631,0.025812,0.00800724,0.00792082,0.01510598,0.00628652
2004-04-01,HiTec_excess,-0.0497,0.00822934,0.02490101,0.00777453,0.00787269,0.01393096,0.00539539
2004-05-01,HiTec_excess,0.0477,0.00816692,0.0223544,0.00787317,0.0077893,0.0130323,0.00728591
2004-06-01,HiTec_excess,0.0259,0.00820947,0.02396947,0.00811588,0.00784136,0.01360699,0.00553113
2004-07-01,HiTec_excess,-0.0861,0.00822849,0.02875675,0.00774099,0.00796,0.01732796,0.0095216
2004-08-01,HiTec_excess,-0.0462,0.00812718,0.0339032,0.00707223,0.00802174,0.02141664,0.01010723
2004-09-01,HiTec_excess,0.0335,0.00806888,0.03106288,0.00614322,0.00790061,0.01866272,0.00997811
2004-10-01,HiTec_excess,0.0503,0.00809614,0.02663666,0.00592208,0.00783589,0.01591,0.00973036
2004-11-01,HiTec_excess,0.0558,0.00814133,0.0230697,0.00561992,0.00778423,0.01317392,0.00590523
2004-12-01,HiTec_excess,0.0293,0.0081923,0.02396328,0.00508356,0.00784043,0.01492514,0.01127288
2005-01-01,HiTec_excess,-0.0648,0.00821485,0.03216752,0.00461052,0.00782177,0.02098112,0.01018811
2005-02-01,HiTec_excess,-0.0013,0.00813693,0.02361691,0.00390823,0.00708458,0.0138373,0.0096334
2005-03-01,HiTec_excess,-0.0275,0.00812687,0.01505558,0.00340236,0.00638319,0.00771706,0.00686488
2005-04-01,HiTec_excess,-0.0472,0.00808892,0.01231401,0.0032123,0.00621886,0.00552083,0.00503404
2005-05-01,HiTec_excess,0.0797,0.00803011,0.01760072,0.003007,0.00662239,0.00894285,0.00497037
2005-06-01,HiTec_excess,-0.0187,0.00810627,0.02842983,0.00329324,0.00756978,0.01784778,0.00936817
2005-07-01,HiTec_excess,0.0589,0.00807781,0.02469716,0.00297039,0.00724508,0.01485552,0.00952286
2005-08-01,HiTec_excess,-0.0068,0.00813171,0.01676255,0.00277553,0.00653616,0.00889412,0.00820498
2005-09-01,HiTec_excess,0.0038,0.00811589,0.01864064,0.00210213,0.00669106,0.00995774,0.00794078
2005-10-01,HiTec_excess,-0.0205,0.00811132,0.0070069,0.00253796,0.00564442,0.00065428,0.00453278
2005-11-01,HiTec_excess,0.0614,0.00808108,0.01821322,0.00229611,0.00673905,0.01057054,0.01130619
2005-12-01,HiTec_excess,-0.0223,0.00813738,0.03333528,0.00211878,0.00797589,0.02268264,0.01940936
2006-01-01,HiTec_excess,0.0371,0.00810527,0.0287926,0.00180046,0.00761757,0.01882184,0.01044979
2006-02-01,HiTec_excess,-0.0133,0.00813583,0.01254903,0.00127007,0.00615611,0.00572114,0.00555634
2006-03-01,HiTec_excess,0.0251,0.00811326,0.01857518,0.00058307,0.00670926,0.01087609,0.01043539
2006-04-01,HiTec_excess,-0.015,0.00813113,0.01197962,0.00087931,0.00605629,0.00582559,0.00387011
2006-05-01,HiTec_excess,-0.0733,0.00810683,0.00842031,0.00067588,0.00584756,0.00326547,0.00510079
2006-06-01,HiTec_excess,-0.0183,0.00802141,0.01230875,0.00020763,0.00624088,0.00670224,0.0079987
2006-07-01,HiTec_excess,-0.0418,0.00799382,0.01581036,0.00022667,0.00658599,0.00958227,0.01048014
2006-08-01,HiTec_excess,0.0699,0.00794168,0.01712182,0.0,0.0065189,0.0097355,0.01025862
2006-09-01,HiTec_excess,0.0316,0.00800649,0.02115613,0.0,0.00687574,0.01304113,0.00969334
2006-10-01,HiTec_excess,0.0363,0.00803114,0.02727447,8.389e-05,0.00753664,0.01890413,0.01049336
2006-11-01,HiTec_excess,0.026,0.00806065,0.02709552,0.0,0.00749623,0.01890238,0.00924671
2006-12-01,HiTec_excess,-0.0137,0.00807935,0.02368298,0.0,0.00724784,0.01624169,0.00980742
2007-01-01,HiTec_excess,0.0155,0.00805667,0.01464377,0.00016397,0.00654417,0.00949802,0.01049993
2007-02-01,HiTec_excess,-0.0273,0.00806441,0.01492548,0.00016749,0.00649342,0.00917189,0.0101002
2007-03-01,HiTec_excess,0.0044,0.00802765,0.01396607,0.0,0.00647571,0.00831911,0.00498616
2007-04-01,HiTec_excess,0.0441,0.00802388,0.00365512,0.00028455,0.00564881,0.00050512,0.00354653
2007-05-01,HiTec_excess,0.0351,0.00806131,0.01215884,0.00035043,0.00617501,0.00642515,0.00596585
2007-06-01,HiTec_excess,0.0013,0.00808933,0.00932274,0.00087078,0.00603524,0.00495259,0.00658609
2007-07-01,HiTec_excess,-0.0146,0.0080823,0.01372948,0.00130838,0.00660728,0.00927692,0.01027573
2007-08-01,HiTec_excess,0.0247,0.00805884,0.01280748,0.00095763,0.00689187,0.01003688,0.00747211
2007-09-01,HiTec_excess,0.0385,0.00807603,0.01841411,0.00202245,0.00737097,0.01415274,0.01014198
2007-10-01,HiTec_excess,0.0647,0.00810743,0.0151952,0.00263502,0.00693664,0.01063068,0.00971021
2007-11-01,HiTec_excess,-0.0785,0.00816577,0.01176704,0.00272917,0.00702031,0.00942169,0.00970412
2007-12-01,HiTec_excess,0.0119,0.00807652,0.00308277,0.00409351,0.00682165,0.00399047,0.00994193
2008-01-01,HiTec_excess,-0.1256,0.00808045,0.01555416,0.00540167,0.00793216,0.01402343,0.01990225
2008-02-01,HiTec_excess,-0.0371,0.00794306,0.00453707,0.00579808,0.00726887,0.00599602,0.01296609
2008-03-01,HiTec_excess,0.005,0.00789682,0.00825177,0.00739574,0.00771644,0.0090843,0.01396644
2008-04-01,HiTec_excess,0.0626,0.00789385,0.00171615,0.00939128,0.00743142,0.00412226,0.00948571
2008-05-01,HiTec_excess,0.0547,0.0079499,0.01101147,0.00962254,0.00782191,0.00984938,0.00751279
2008-06-01,HiTec_excess,-0.0899,0.00799775,0.0,0.00887235,0.0070539,0.00100986,0.01262828
2008-07-01,HiTec_excess,-0.0072,0.00789765,0.0,0.00874703,0.00688874,0.0,0.00777221
2008-08-01,HiTec_excess,0.0227,0.00788223,0.0,0.00953549,0.00747948,0.00304766,0.01037661
2008-09-01,HiTec_excess,-0.1262,0.00789735,0.01022998,0.00928256,0.00855949,0.01269209,0.01461671
2008-10-01,HiTec_excess,-0.1834,0.00776065,0.0,0.01089243,0.00728879,0.0,0.01289017
2008-11-01,HiTec_excess,-0.109,0.00756599,0.0,0.01454135,0.00841736,0.0,0.00906647
2008-12-01,HiTec_excess,0.0217,0.00744741,0.0063919,0.01513546,0.00955371,0.01210699,-0.00356359
2009-01-01,HiTec_excess,-0.032,0.00746189,0.01625864,0.01557352,0.01027182,0.0212778,-0.00578556
2009-02-01,HiTec_excess,-0.0509,0.00742183,0.0,0.01528955,0.00586572,0.0,-0.00877966
2009-03-01,HiTec_excess,0.1145,0.00736268,0.0,0.01478406,0.00538105,0.0,-0.00650276
2009-04-01,HiTec_excess,0.1228,0.00747123,0.0,0.01493417,0.00516771,0.0,-0.00457713
2009-05-01,HiTec_excess,0.0304,0.00758796,0.0,0.01570623,0.00709757,0.0,-0.00247539
2009-06-01,HiTec_excess,0.0452,0.00761102,0.0,0.01434743,0.00753237,0.00513413,0.00155706
2009-07-01,HiTec_excess,0.0809,0.00764899,0.0,0.01300713,0.00666246,0.00015552,-0.00220068
2009-08-01,HiTec_excess,0.0226,0.00772291,0.00889624,0.01220898,0.00824714,0.01843497,0.00167783
2009-09-01,HiTec_excess,0.0522,0.0077379,0.0,0.01091279,0.00706848,0.00757379,0.00583815
2009-10-01,HiTec_excess,-0.015,0.00778268,0.003559,0.01037956,0.00741899,0.01189559,0.00816546
2009-11-01,HiTec_excess,0.0483,0.00775976,0.00742661,0.01034327,0.00766161,0.00925445,0.00516416
2009-12-01,HiTec_excess,0.0597,0.0078005,0.00996479,0.00990822,0.00766976,0.00810936,0.00647997
2010-01-01,HiTec_excess,-0.0781,0.00785261,0.01848502,0.01028613,0.00795967,0.01199264,0.00345017
2010-02-01,HiTec_excess,0.0479,0.0077664,0.01242986,0.00940705,0.00771901,0.00718958,0.00696507
2010-03-01,HiTec_excess,0.0667,0.00780661,0.01679346,0.00931815,0.00784582,0.00993722,0.01004604
2010-04-01,HiTec_excess,0.0226,0.00786557,0.02008365,0.00932434,0.00783853,0.01051023,0.00796537
2010-05-01,HiTec_excess,-0.0777,0.0078803,0.02444648,0.00905655,0.00797391,0.01428695,0.01083423
2010-06-01,HiTec_excess,-0.0616,0.00779481,0.00857271,0.00919282,0.00774878,0.00304736,0.00805876
2010-07-01,HiTec_excess,0.0725,0.00772555,0.02749058,0.00972362,0.00807928,0.0167828,0.0116013
2010-08-01,HiTec_excess,-0.0654,0.00779013,0.02390585,0.00936504,0.00799997,0.01362035,0.01208081
2010-09-01,HiTec_excess,0.1254,0.00771723,0.02258431,0.00878963,0.00792831,0.01388578,0.01116439
2010-10-01,HiTec_excess,0.064,0.00783433,0.0177206,0.00872591,0.0079011,0.00937197,0.01185623
2010-11-01,HiTec_excess,-0.0074,0.00789016,0.01839689,0.0087791,0.00791344,0.00954345,0.01111569
2010-12-01,HiTec_excess,0.0597,0.00787498,0.02017924,0.00884012,0.00795215,0.01077763,0.01182594
2011-01-01,HiTec_excess,0.0391,0.00792639,0.02364215,0.00901892,0.00800372,0.01286805,0.00345712
2011-02-01,HiTec_excess,0.024,0.00795728,0.0144991,0.00916986,0.00784644,0.00630439,0.00913757
2011-03-01,HiTec_excess,-0.0144,0.00797317,0.02001287,0.00882402,0.00794603,0.01076986,0.0097654
2011-04-01,HiTec_excess,0.0312,0.00795104,0.01013116,0.00874865,0.00771548,0.00306839,0.00545635
2011-05-01,HiTec_excess,-0.0176,0.00797401,0.02038717,0.00868586,0.00794623,0.01139462,0.00576336
2011-06-01,HiTec_excess,-0.0246,0.00794877,0.01984051,0.00845164,0.00795365,0.01145681,0.00397264
2011-07-01,HiTec_excess,-0.0053,0.00791667,0.0161722,0.00844239,0.00793296,0.00916883,0.00493196
2011-08-01,HiTec_excess,-0.0678,0.00790365,0.0265532,0.0085586,0.00811712,0.01684121,0.00756365
2011-09-01,HiTec_excess,-0.0478,0.00782913,0.00066816,0.00871197,0.0077678,0.0,0.00132829
2011-10-01,HiTec_excess,0.118,0.00777443,0.02144361,0.00932531,0.00803603,0.01309016,0.00582343
