date,asset,realized,historical_mean,ridge,ridge_restricted,ridge_alpha
1969-03-01,Manuf_excess,0.0219,0.00930237,0.00445119,0.00445119,3000.0
1969-03-01,Enrgy_excess,0.069,0.00894091,0.00353101,0.00353101,1000.0
1969-03-01,HiTec_excess,0.0498,0.01140435,0.0091478,0.0091478,3000.0
1969-03-01,Telcm_excess,-0.0088,0.00612826,0.00612099,0.00612099,1000000.0
1969-03-01,Shops_excess,0.0461,0.0085913,0.00025213,0.00025213,1000.0
1969-03-01,Hlth_excess,0.0289,0.00952826,0.00951354,0.00951354,1000000.0
1969-03-01,Utils_excess,-0.0175,0.00738123,0.00376741,0.00376741,1000.0
1969-03-01,Other_excess,0.0028,0.00774723,0.00392574,0.00392574,3000.0
1969-04-01,NoDur_excess,0.0052,0.00705247,0.00461209,0.00461209,3000.0
1969-04-01,Durbl_excess,0.0069,0.01168264,0.00322549,0.00322549,3000.0
1969-04-01,Manuf_excess,0.0077,0.00932722,0.00477155,0.00477155,3000.0
1969-04-01,Enrgy_excess,-0.0089,0.00905937,0.00494451,0.00494451,1000.0
1969-04-01,HiTec_excess,0.0333,0.01148008,0.00938289,0.00938289,3000.0
1969-04-01,Telcm_excess,0.0715,0.00609882,0.00609099,0.00609099,1000000.0
1969-04-01,Shops_excess,0.0341,0.00866529,0.00105876,0.00105876,1000.0
1969-04-01,Hlth_excess,0.0445,0.00956647,0.00955243,0.00955243,1000000.0
1969-04-01,Utils_excess,0.0081,0.00733215,0.00275169,0.00275169,1000.0
1969-04-01,Other_excess,0.013,0.00773748,0.00410845,0.00410845,3000.0
1969-05-01,NoDur_excess,0.0073,0.00704882,0.00463056,0.00463056,3000.0
1969-05-01,Durbl_excess,-0.0035,0.01167323,0.00193359,0.00193359,3000.0
1969-05-01,Manuf_excess,-0.0134,0.00932402,0.00362521,0.00362521,3000.0
1969-05-01,Enrgy_excess,0.0352,0.00902402,0.00294405,0.00294405,1000.0
1969-05-01,HiTec_excess,-0.0208,0.01152303,0.0094321,0.0094321,3000.0
1969-05-01,Telcm_excess,0.0059,0.00622756,0.00622563,0.00622563,1000000.0
1969-05-01,Shops_excess,0.0,0.00871535,0.00180015,0.00180015,1000.0
1969-05-01,Hlth_excess,0.012,0.00963524,0.00961895,0.00961895,1000000.0
1969-05-01,Utils_excess,-0.0046,0.00733366,0.00588408,0.00588408,1000.0
1969-05-01,Other_excess,-0.0168,0.00774783,0.00370267,0.00370267,3000.0
1969-06-01,NoDur_excess,-0.0788,0.00704931,0.00582906,0.00582906,3000.0
1969-06-01,Durbl_excess,-0.065,0.01164342,0.00542804,0.00542804,3000.0
1969-06-01,Manuf_excess,-0.0743,0.00927937,0.00422973,0.00422973,3000.0
1969-06-01,Enrgy_excess,-0.1047,0.00907544,0.00031651,0.00031651,1000.0
1969-06-01,HiTec_excess,-0.0067,0.01145953,0.01055298,0.01055298,3000.0
1969-06-01,Telcm_excess,-0.0451,0.00622692,0.00621939,0.00621939,1000000.0
1969-06-01,Shops_excess,-0.0602,0.00869823,0.00873629,0.00873629,1000.0
1969-06-01,Hlth_excess,-0.0555,0.00963988,0.00963301,0.00963301,1000000.0
1969-06-01,Utils_excess,-0.0625,0.00731022,0.00726754,0.00726754,1000.0
1969-06-01,Other_excess,-0.1103,0.00769961,0.00376622,0.00376622,3000.0
1969-07-01,NoDur_excess,-0.0738,0.00688098,0.00450035,0.00450035,3000.0
1969-07-01,Durbl_excess,-0.075,0.01149314,0.00264626,0.00264626,3000.0
1969-07-01,Manuf_excess,-0.0598,0.00911549,0.00423967,0.00423967,3000.0
1969-07-01,Enrgy_excess,-0.1017,0.00885235,0.00460929,0.00460929,1000.0
1969-07-01,HiTec_excess,-0.0596,0.01142392,0.0097963,0.0097963,3000.0
1969-07-01,Telcm_excess,-0.0503,0.00612627,0.00612156,0.00612156,1000000.0
1969-07-01,Shops_excess,-0.0898,0.00856314,0.00126933,0.00126933,1000.0
1969-07-01,Hlth_excess,-0.0326,0.00951216,0.00949795,0.00949795,1000000.0
1969-07-01,Utils_excess,-0.0351,0.00717333,0.00445856,0.00445856,1000.0
1969-07-01,Other_excess,-0.0966,0.00746824,0.00362823,0.00362823,3000.0
1969-08-01,NoDur_excess,0.0445,0.00672309,0.00407496,0.00407496,3000.0
1969-08-01,Durbl_excess,0.0223,0.01132387,0.00236352,0.00236352,3000.0
1969-08-01,Manuf_excess,0.0369,0.00898063,0.00391002,0.00391002,3000.0
1969-08-01,Enrgy_excess,0.0612,0.00863601,0.00272455,0.00272455,1000.0
1969-08-01,HiTec_excess,0.0653,0.01128493,0.01021187,0.01021187,3000.0
1969-08-01,Telcm_excess,0.0115,0.00601585,0.00600874,0.00600874,1000000.0
1969-08-01,Shops_excess,0.0763,0.00837065,0.00105481,0.00105481,1000.0
1969-08-01,Hlth_excess,0.0881,0.00942975,0.009416,0.009416,1000000.0
1969-08-01,Utils_excess,-0.0179,0.00709061,0.0061097,0.0061097,1000.0
1969-08-01,Other_excess,0.0848,0.00726458,0.00279727,0.00279727,3000.0
