date,asset,realized,historical_mean,elastic_net,elastic_net_restricted,elastic_net_alpha,elastic_net_l1_ratio
1981-07-01,NoDur_excess,-0.02,0.00571177,5.356e-05,5.356e-05,0.001,0.5
1981-07-01,Durbl_excess,-0.0415,0.00897202,-0.01819848,0.0,0.001,0.5
1981-07-01,Manuf_excess,-0.041,0.00740092,-0.00827438,0.0,0.001,0.5
1981-07-01,Enrgy_excess,0.067,0.00814801,-0.00659925,0.0,0.001,0.5
1981-07-01,HiTec_excess,-0.0503,0.00890627,-0.00476896,0.0,0.001,0.5
1981-07-01,Telcm_excess,-0.009,0.00511453,0.00018216,0.00018216,0.001,0.5
1981-07-01,Shops_excess,-0.0464,0.00683012,0.0025275,0.0025275,0.001,0.5
1981-07-01,Hlth_excess,-0.0514,0.0079133,0.00188044,0.00188044,0.001,0.5
1981-07-01,Utils_excess,0.0156,0.00575352,0.00309576,0.00309576,0.001,0.5
1981-07-01,Other_excess,-0.0397,0.00622951,-0.00404819,0.0,0.001,0.5
1981-08-01,NoDur_excess,-0.0621,0.00567252,-0.01158714,0.0,0.001,0.5
1981-08-01,Durbl_excess,-0.0921,0.00889496,-0.03002074,0.0,0.001,0.5
1981-08-01,Manuf_excess,-0.082,0.00732702,-0.0171084,0.0,0.001,0.5
1981-08-01,Enrgy_excess,-0.0762,0.00823786,-0.00661514,0.0,0.001,0.5
1981-08-01,HiTec_excess,-0.0859,0.00881588,-0.02056952,0.0,0.001,0.5
1981-08-01,Telcm_excess,-0.0205,0.00509298,-0.00979267,0.0,0.001,0.5
1981-08-01,Shops_excess,-0.0689,0.00674885,-0.0150618,0.0,0.001,0.5
1981-08-01,Hlth_excess,-0.0903,0.00782275,-0.00767176,0.0,0.001,0.5
1981-08-01,Utils_excess,-0.0213,0.00576855,-0.01299574,0.0,0.001,0.5
1981-08-01,Other_excess,-0.068,0.00615939,-0.01915635,0.0,0.001,0.5
1981-09-01,NoDur_excess,-0.0341,0.00556921,-0.00996951,0.0,0.001,0.5
1981-09-01,Durbl_excess,-0.042,0.00874101,-0.03184486,0.0,0.001,0.5
1981-09-01,Manuf_excess,-0.0841,0.00719085,-0.02283162,0.0,0.001,0.5
1981-09-01,Enrgy_excess,-0.1354,0.00810915,-0.00791948,0.0,0.001,0.5
1981-09-01,HiTec_excess,-0.0515,0.00867149,-0.02373885,0.0,0.001,0.5
1981-09-01,Telcm_excess,0.016,0.00505396,-0.01183742,0.0,0.001,0.5
1981-09-01,Shops_excess,-0.0487,0.00663354,-0.01273356,0.0,0.001,0.5
1981-09-01,Hlth_excess,-0.0253,0.00767317,-0.00761836,0.0,0.001,0.5
1981-09-01,Utils_excess,-0.0678,0.00572729,-0.01368619,0.0,0.001,0.5
1981-09-01,Other_excess,-0.0653,0.00604634,-0.02414629,0.0,0.001,0.5
1981-10-01,NoDur_excess,0.062,0.00550883,-0.00866067,0.0,0.001,0.5
1981-10-01,Durbl_excess,-0.0536,0.00866377,-0.02981811,0.0,0.001,0.5
1981-10-01,Manuf_excess,0.0249,0.0070519,-0.03008814,0.0,0.001,0.5
1981-10-01,Enrgy_excess,0.0839,0.00789072,-0.0101707,0.0,0.001,0.5
1981-10-01,HiTec_excess,0.04,0.00857991,-0.03023777,0.0,0.001,0.5
1981-10-01,Telcm_excess,0.0481,0.00507062,-0.00654574,0.0,0.001,0.5
1981-10-01,Shops_excess,0.0555,0.00654932,-0.0124338,0.0,0.001,0.5
1981-10-01,Hlth_excess,0.0675,0.00762298,-0.01111096,0.0,0.001,0.5
1981-10-01,Utils_excess,0.0368,0.00561537,-0.019378,0.0,0.001,0.5
1981-10-01,Other_excess,0.0594,0.00593775,-0.02828782,0.0,0.001,0.5
1981-11-01,NoDur_excess,0.0159,0.00559468,0.01669557,0.01669557,0.001,0.5
1981-11-01,Durbl_excess,0.0379,0.00856915,-0.00203086,0.0,0.001,0.5
1981-11-01,Manuf_excess,0.036,0.00707903,-0.0106318,0.0,0.001,0.5
1981-11-01,Enrgy_excess,0.0578,0.00800623,0.01067357,0.01067357,0.001,0.5
1981-11-01,HiTec_excess,0.0043,0.00862766,-0.01101697,0.0,0.001,0.5
1981-11-01,Telcm_excess,0.0163,0.00513602,0.01793409,0.01793409,0.001,0.5
1981-11-01,Shops_excess,0.0,0.00662371,0.01092832,0.01092832,0.001,0.5
1981-11-01,Hlth_excess,0.0287,0.00771398,-0.00206892,0.0,0.001,0.5
1981-11-01,Utils_excess,0.0488,0.00566277,0.00229797,0.00229797,0.001,0.5
1981-11-01,Other_excess,0.0398,0.006019,0.00167847,0.00167847,0.001,0.5
1981-12-01,NoDur_excess,-0.0268,0.00561032,0.03472184,0.03472184,0.001,0.5
1981-12-01,Durbl_excess,-0.004,0.00861366,0.0249304,0.0249304,0.001,0.5
1981-12-01,Manuf_excess,-0.0253,0.00712291,0.00527877,0.00527877,0.001,0.5
1981-12-01,Enrgy_excess,-0.0728,0.00808179,0.02486832,0.02486832,0.001,0.5
1981-12-01,HiTec_excess,-0.0089,0.00862109,0.00801902,0.00801902,0.001,0.5
1981-12-01,Telcm_excess,-0.0232,0.00515296,0.03680932,0.03680932,0.001,0.5
1981-12-01,Shops_excess,-0.0279,0.00661366,0.03357631,0.03357631,0.001,0.5
1981-12-01,Hlth_excess,-0.0161,0.00774583,0.00797993,0.00797993,0.001,0.5
1981-12-01,Utils_excess,-0.0322,0.00572822,0.0278866,0.0278866,0.001,0.5
1981-12-01,Other_excess,-0.0466,0.00607026,0.02752423,0.02752423,0.001,0.5
1982-01-01,NoDur_excess,-0.0172,0.00556121,-0.00805545,0.0,0.001,0.5
1982-01-01,Durbl_excess,0.0036,0.00859455,-0.01625965,0.0,0.001,0.5
1982-01-01,Manuf_excess,-0.041,0.00707379,-0.01489023,0.0,0.001,0.5
1982-01-01,Enrgy_excess,-0.0927,0.00795924,-0.00579055,0.0,0.001,0.5
1982-01-01,HiTec_excess,0.019,0.00859455,-0.00941256,0.0,0.001,0.5
1982-01-01,Telcm_excess,-0.0013,0.00511,-0.00855684,0.0,0.001,0.5
1982-01-01,Shops_excess,-0.0067,0.00656136,-0.00663423,0.0,0.001,0.5
1982-01-01,Hlth_excess,0.0064,0.0077097,0.00070961,0.00070961,0.001,0.5
1982-01-01,Utils_excess,-0.0147,0.00567076,-0.01281014,0.0,0.001,0.5
1982-01-01,Other_excess,-0.0398,0.00599045,-0.0144372,0.0,0.001,0.5
1982-02-01,NoDur_excess,-0.0286,0.00552678,-0.00264901,0.0,0.001,0.5
1982-02-01,Durbl_excess,-0.0297,0.00858699,-0.01441022,0.0,0.001,0.5
1982-02-01,Manuf_excess,-0.0654,0.00700106,-0.02080189,0.0,0.001,0.5
1982-02-01,Enrgy_excess,-0.1212,0.00780696,-0.00564493,0.0,0.001,0.5
1982-02-01,HiTec_excess,-0.0624,0.00861029,-0.01812581,0.0,0.001,0.5
1982-02-01,Telcm_excess,-0.0661,0.0051003,0.00022093,0.00022093,0.001,0.5
1982-02-01,Shops_excess,-0.0233,0.0065413,-0.00598854,0.0,0.001,0.5
1982-02-01,Hlth_excess,-0.0266,0.00770772,-0.00446517,0.0,0.001,0.5
1982-02-01,Utils_excess,-0.0126,0.00563994,-0.01351497,0.0,0.001,0.5
1982-02-01,Other_excess,-0.0484,0.00592118,-0.01812906,0.0,0.001,0.5
1982-03-01,NoDur_excess,0.0149,0.00547523,0.00881501,0.00881501,0.001,0.5
1982-03-01,Durbl_excess,0.0253,0.00852915,-0.00742096,0.0,0.001,0.5
1982-03-01,Manuf_excess,-0.0275,0.00689169,-0.01540001,0.0,0.001,0.5
1982-03-01,Enrgy_excess,-0.0439,0.00761208,-0.00574012,0.0,0.001,0.5
1982-03-01,HiTec_excess,-0.0454,0.00850302,-0.0074857,0.0,0.001,0.5
1982-03-01,Telcm_excess,0.0107,0.00499275,0.00521045,0.00521045,0.001,0.5
1982-03-01,Shops_excess,0.033,0.00649622,0.01221541,0.01221541,0.001,0.5
1982-03-01,Hlth_excess,-0.0354,0.00765589,0.00393183,0.00393183,0.001,0.5
1982-03-01,Utils_excess,0.0068,0.00561239,0.00302509,0.00302509,0.001,0.5
1982-03-01,Other_excess,-0.0224,0.00583912,-0.00664496,0.0,0.001,0.5
1982-04-01,NoDur_excess,0.0555,0.00548944,0.01349751,0.01349751,0.001,0.5
1982-04-01,Durbl_excess,0.0331,0.00855445,0.0052597,0.0052597,0.001,0.5
1982-04-01,Manuf_excess,0.0212,0.00683982,-0.00790974,0.0,0.001,0.5
1982-04-01,Enrgy_excess,0.0318,0.00753439,-0.00226185,0.0,0.001,0.5
1982-04-01,HiTec_excess,0.0631,0.00842172,-0.00150689,0.0,0.001,0.5
1982-04-01,Telcm_excess,-0.0249,0.00500136,0.00728733,0.00728733,0.001,0.5
1982-04-01,Shops_excess,0.0418,0.0065362,0.01712698,0.01712698,0.001,0.5
1982-04-01,Hlth_excess,0.0626,0.00759095,0.00606361,0.00606361,0.001,0.5
1982-04-01,Utils_excess,0.0272,0.00561418,0.0059258,0.0059258,0.001,0.5
1982-04-01,Other_excess,0.0251,0.00579653,0.00090311,0.00090311,0.001,0.5
1982-05-01,NoDur_excess,-0.0435,0.00556476,0.01217135,0.01217135,0.001,0.5
1982-05-01,Durbl_excess,-0.0301,0.00859142,0.00270364,0.00270364,0.001,0.5
1982-05-01,Manuf_excess,-0.0581,0.00686145,-0.00638864,0.0,0.001,0.5
1982-05-01,Enrgy_excess,0.0128,0.00757093,-0.00040244,0.0,0.001,0.5
1982-05-01,HiTec_excess,-0.0651,0.00850407,-0.00388334,0.0,0.001,0.5
1982-05-01,Telcm_excess,-0.0086,0.00495633,0.00763883,0.00763883,0.001,0.5
1982-05-01,Shops_excess,-0.0379,0.00658931,0.01340147,0.01340147,0.001,0.5
1982-05-01,Hlth_excess,-0.0411,0.0076738,0.00318032,0.00318032,0.001,0.5
1982-05-01,Utils_excess,-0.016,0.00564669,0.00425284,0.00425284,0.001,0.5
1982-05-01,Other_excess,-0.0665,0.0058256,0.0021314,0.0021314,0.001,0.5
1982-06-01,NoDur_excess,0.007,0.00549098,0.008069,0.008069,0.001,0.5
1982-06-01,Durbl_excess,0.0171,0.00853323,-0.00283919,0.0,0.001,0.5
1982-06-01,Manuf_excess,-0.0353,0.00676376,-0.01200866,0.0,0.001,0.5
1982-06-01,Enrgy_excess,-0.0722,0.0075788,-0.00303343,0.0,0.001,0.5
1982-06-01,HiTec_excess,-0.0334,0.00839338,-0.00607912,0.0,0.001,0.5
1982-06-01,Telcm_excess,-0.0341,0.00493594,0.00429657,0.00429657,0.001,0.5
1982-06-01,Shops_excess,0.0169,0.00652241,0.0148071,0.0148071,0.001,0.5
1982-06-01,Hlth_excess,-0.0171,0.00760045,0.00335811,0.00335811,0.001,0.5
1982-06-01,Utils_excess,-0.0317,0.00561414,0.00171006,0.00171006,0.001,0.5
1982-06-01,Other_excess,-0.0338,0.00571684,-0.00330106,0.0,0.001,0.5
1982-07-01,NoDur_excess,-0.015,0.00549324,-0.01040834,0.0,0.001,0.5
1982-07-01,Durbl_excess,-0.0138,0.0085461,-0.02056335,0.0,0.001,0.5
1982-07-01,Manuf_excess,-0.0338,0.0067006,-0.02233533,0.0,0.001,0.5
1982-07-01,Enrgy_excess,-0.0916,0.00745901,-0.01075138,0.0,0.001,0.5
1982-07-01,HiTec_excess,0.0046,0.00833063,-0.02826088,0.0,0.001,0.5
1982-07-01,Telcm_excess,0.0015,0.00487733,-0.01014899,0.0,0.001,0.5
1982-07-01,Shops_excess,-0.0083,0.00653799,-0.01443079,0.0,0.001,0.5
1982-07-01,Hlth_excess,-0.0027,0.00756336,-0.01040308,0.0,0.001,0.5
1982-07-01,Utils_excess,-0.0364,0.00555811,-0.02412335,0.0,0.001,0.5
1982-07-01,Other_excess,-0.0408,0.00565751,-0.02283101,0.0,0.001,0.5
1982-08-01,NoDur_excess,0.084,0.00546252,0.01513725,0.01513725,0.001,0.5
1982-08-01,Durbl_excess,0.131,0.00851259,0.00731668,0.00731668,0.001,0.5
1982-08-01,Manuf_excess,0.132,0.00663988,-0.01354257,0.0,0.001,0.5
1982-08-01,Enrgy_excess,0.0929,0.00731049,-0.00273137,0.0,0.001,0.5
1982-08-01,HiTec_excess,0.121,0.00832504,-0.00752335,0.0,0.001,0.5
1982-08-01,Telcm_excess,0.1009,0.00487226,0.00923792,0.00923792,0.001,0.5
1982-08-01,Shops_excess,0.1184,0.00651574,0.02178891,0.02178891,0.001,0.5
1982-08-01,Hlth_excess,0.1168,0.00754798,0.00315072,0.00315072,0.001,0.5
1982-08-01,Utils_excess,0.1132,0.0054952,0.00190199,0.00190199,0.001,0.5
1982-08-01,Other_excess,0.106,0.00558786,-0.00388871,0.0,0.001,0.5
1982-09-01,NoDur_excess,0.0463,0.00558009,0.02312078,0.02312078,0.001,0.5
1982-09-01,Durbl_excess,-0.0126,0.00869596,0.02671726,0.02671726,0.001,0.5
1982-09-01,Manuf_excess,-0.0155,0.00682754,-0.00381175,0.0,0.001,0.5
1982-09-01,Enrgy_excess,0.0134,0.00743862,0.00437092,0.00437092,0.001,0.5
1982-09-01,HiTec_excess,0.0066,0.00849371,0.00419034,0.00419034,0.001,0.5
1982-09-01,Telcm_excess,0.0049,0.00501602,0.02034419,0.02034419,0.001,0.5
1982-09-01,Shops_excess,0.0426,0.00668323,0.03039888,0.03039888,0.001,0.5
1982-09-01,Hlth_excess,0.0085,0.00771153,0.01033908,0.01033908,0.001,0.5
1982-09-01,Utils_excess,0.0056,0.00565644,0.01377264,0.01377264,0.001,0.5
1982-09-01,Other_excess,0.0369,0.00573817,0.0059881,0.0059881,0.001,0.5
1982-10-01,NoDur_excess,0.0987,0.00564096,0.02122821,0.02122821,0.001,0.5
1982-10-01,Durbl_excess,0.1593,0.00866413,0.02275095,0.02275095,0.001,0.5
1982-10-01,Manuf_excess,0.1247,0.00679417,-0.00116347,0.0,0.001,0.5
1982-10-01,Enrgy_excess,0.0491,0.00744753,0.00430818,0.00430818,0.001,0.5
1982-10-01,HiTec_excess,0.164,0.00849088,0.00635183,0.00635183,0.001,0.5
1982-10-01,Telcm_excess,0.0753,0.00501584,0.01673071,0.01673071,0.001,0.5
1982-10-01,Shops_excess,0.1628,0.00673692,0.02595609,0.02595609,0.001,0.5
1982-10-01,Hlth_excess,0.0763,0.00771271,0.00966002,0.00966002,0.001,0.5
1982-10-01,Utils_excess,0.0414,0.00565635,0.01015011,0.01015011,0.001,0.5
1982-10-01,Other_excess,0.1509,0.00578475,0.0099998,0.0099998,0.001,0.5
1982-11-01,NoDur_excess,0.046,0.00577985,0.02440323,0.02440323,0.001,0.5
1982-11-01,Durbl_excess,0.0762,0.00888896,0.02743531,0.02743531,0.001,0.5
1982-11-01,Manuf_excess,0.0516,0.00697015,0.00358805,0.00358805,0.001,0.5
1982-11-01,Enrgy_excess,-0.0521,0.0075097,0.00538221,0.00538221,0.001,0.5
1982-11-01,HiTec_excess,0.1006,0.00872299,0.0133189,0.0133189,0.001,0.5
1982-11-01,Telcm_excess,0.0537,0.00512075,0.02006208,0.02006208,0.001,0.5
1982-11-01,Shops_excess,0.1056,0.00696985,0.03289255,0.03289255,0.001,0.5
1982-11-01,Hlth_excess,0.0454,0.00781507,0.01215427,0.01215427,0.001,0.5
1982-11-01,Utils_excess,-0.0051,0.0057097,0.0152039,0.0152039,0.001,0.5
1982-11-01,Other_excess,0.0694,0.00600134,0.01589231,0.01589231,0.001,0.5
1982-12-01,NoDur_excess,0.003,0.00583979,0.01327282,0.01327282,0.001,0.5
1982-12-01,Durbl_excess,0.0236,0.00898927,0.01641003,0.01641003,0.001,0.5
1982-12-01,Manuf_excess,0.0006,0.00703666,-0.00207777,0.0,0.001,0.5
1982-12-01,Enrgy_excess,0.0486,0.00742086,-0.00777674,0.0,0.001,0.5
1982-12-01,HiTec_excess,0.0198,0.00885991,0.01052849,0.01052849,0.001,0.5
1982-12-01,Telcm_excess,-0.019,0.00519314,0.00845343,0.00845343,0.001,0.5
1982-12-01,Shops_excess,-0.0274,0.00711684,0.02444245,0.02444245,0.001,0.5
1982-12-01,Hlth_excess,-0.0009,0.00787109,0.01174906,0.01174906,0.001,0.5
1982-12-01,Utils_excess,0.0367,0.00569359,0.0050614,0.0050614,0.001,0.5
1982-12-01,Other_excess,-0.0203,0.00609583,0.00393256,0.00393256,0.001,0.5
1983-01-01,NoDur_excess,-0.017,0.00583557,0.01035554,0.01035554,0.001,0.5
1983-01-01,Durbl_excess,0.0448,0.00901101,0.01552833,0.01552833,0.001,0.5
1983-01-01,Manuf_excess,0.0434,0.00702708,-0.00130191,0.0,0.001,0.5
1983-01-01,Enrgy_excess,0.0295,0.00748214,-0.00280282,0.0,0.001,0.5
1983-01-01,HiTec_excess,0.0769,0.00887619,0.00317778,0.00317778,0.001,0.5
1983-01-01,Telcm_excess,0.1175,0.00515714,0.0079698,0.0079698,0.001,0.5
1983-01-01,Shops_excess,0.0057,0.00706548,0.01239999,0.01239999,0.001,0.5
1983-01-01,Hlth_excess,0.0073,0.00785804,0.0055953,0.0055953,0.001,0.5
1983-01-01,Utils_excess,0.0298,0.00573973,-0.00189945,0.0,0.001,0.5
1983-01-01,Other_excess,0.0216,0.00605655,0.00118956,0.00118956,0.001,0.5
1983-02-01,NoDur_excess,0.0314,0.00580163,0.00258582,0.00258582,0.001,0.5
1983-02-01,Durbl_excess,0.0302,0.00906419,0.00206144,0.00206144,0.001,0.5
1983-02-01,Manuf_excess,0.0344,0.00708113,-0.01152202,0.0,0.001,0.5
1983-02-01,Enrgy_excess,-0.0121,0.00751486,-0.01254411,0.0,0.001,0.5
1983-02-01,HiTec_excess,0.0299,0.00897727,-0.00056497,0.0,0.001,0.5
1983-02-01,Telcm_excess,-0.0099,0.00532407,0.00099251,0.00099251,0.001,0.5
1983-02-01,Shops_excess,0.0729,0.00706345,0.0116523,0.0116523,0.001,0.5
1983-02-01,Hlth_excess,0.0221,0.00785721,0.006067,0.006067,0.001,0.5
1983-02-01,Utils_excess,0.0097,0.00577548,-0.00506728,0.0,0.001,0.5
1983-02-01,Other_excess,0.0394,0.00607964,-0.01029563,0.0,0.001,0.5
1983-03-01,NoDur_excess,0.0689,0.00583961,0.01445491,0.01445491,0.001,0.5
1983-03-01,Durbl_excess,-0.0178,0.00909555,0.01477495,0.01477495,0.001,0.5
1983-03-01,Manuf_excess,0.0147,0.00712166,-0.00147579,0.0,0.001,0.5
1983-03-01,Enrgy_excess,0.053,0.00748576,-0.002063,0.0,0.001,0.5
1983-03-01,HiTec_excess,0.0003,0.00900831,0.00432901,0.00432901,0.001,0.5
1983-03-01,Telcm_excess,0.0001,0.00530148,0.01559978,0.01559978,0.001,0.5
1983-03-01,Shops_excess,0.0788,0.00716113,0.02206774,0.02206774,0.001,0.5
1983-03-01,Hlth_excess,0.0391,0.00787834,0.00665715,0.00665715,0.001,0.5
1983-03-01,Utils_excess,-0.0038,0.00578131,0.00348715,0.00348715,0.001,0.5
1983-03-01,Other_excess,0.0432,0.00612908,0.00372002,0.00372002,0.001,0.5
1983-04-01,NoDur_excess,0.0549,0.00593304,0.00458512,0.00458512,0.001,0.5
1983-04-01,Durbl_excess,0.1017,0.0090557,-0.00239243,0.0,0.001,0.5
1983-04-01,Manuf_excess,0.0563,0.00713289,-0.01409254,0.0,0.001,0.5
1983-04-01,Enrgy_excess,0.0865,0.00755319,-0.01577967,0.0,0.001,0.5
1983-04-01,HiTec_excess,0.0678,0.00899541,-0.00288565,0.0,0.001,0.5
1983-04-01,Telcm_excess,0.0443,0.00529378,0.0044327,0.0044327,0.001,0.5
1983-04-01,Shops_excess,0.0787,0.00726726,0.01493773,0.01493773,0.001,0.5
1983-04-01,Hlth_excess,0.0434,0.00792459,0.00524943,0.00524943,0.001,0.5
1983-04-01,Utils_excess,0.0407,0.00576711,-0.00305806,0.0,0.001,0.5
1983-04-01,Other_excess,0.0763,0.006184,-0.01200279,0.0,0.001,0.5
1983-05-01,NoDur_excess,-0.0164,0.00600547,0.01227441,0.01227441,0.001,0.5
1983-05-01,Durbl_excess,-0.0277,0.00919275,0.00276035,0.00276035,0.001,0.5
1983-05-01,Manuf_excess,0.0132,0.00720562,-0.01148756,0.0,0.001,0.5
1983-05-01,Enrgy_excess,0.0064,0.00766997,-0.01054906,0.0,0.001,0.5
1983-05-01,HiTec_excess,0.0211,0.0090824,-0.00093133,0.0,0.001,0.5
1983-05-01,Telcm_excess,-0.02,0.00535148,0.01504178,0.01504178,0.001,0.5
1983-05-01,Shops_excess,-0.0022,0.00737293,0.02499184,0.02499184,0.001,0.5
1983-05-01,Hlth_excess,-0.0344,0.00797707,0.00512406,0.00512406,0.001,0.5
1983-05-01,Utils_excess,0.0185,0.00581879,0.00356768,0.00356768,0.001,0.5
1983-05-01,Other_excess,0.0168,0.00628772,-0.00329053,0.0,0.001,0.5
1983-06-01,NoDur_excess,0.0252,0.00597238,-0.01003986,0.0,0.001,0.5
1983-06-01,Durbl_excess,0.0965,0.00913826,-0.01758217,0.0,0.001,0.5
1983-06-01,Manuf_excess,0.0091,0.00721448,-0.02410156,0.0,0.001,0.5
1983-06-01,Enrgy_excess,0.0576,0.00766809,-0.02179495,0.0,0.001,0.5
1983-06-01,HiTec_excess,0.0546,0.00910015,-0.01733309,0.0,0.001,0.5
1983-06-01,Telcm_excess,-0.0049,0.00531403,-0.00490148,0.0,0.001,0.5
1983-06-01,Shops_excess,0.0544,0.00735879,-0.00379578,0.0,0.001,0.5
1983-06-01,Hlth_excess,0.0625,0.00791448,-0.00489212,0.0,0.001,0.5
1983-06-01,Utils_excess,-0.0122,0.00583752,-0.01768424,0.0,0.001,0.5
1983-06-01,Other_excess,0.0101,0.00630325,-0.02587949,0.0,0.001,0.5
1983-07-01,NoDur_excess,-0.034,0.00600074,-0.00243169,0.0,0.001,0.5
1983-07-01,Durbl_excess,-0.0464,0.00926711,-0.00719824,0.0,0.001,0.5
1983-07-01,Manuf_excess,-0.0332,0.00721726,-0.01804346,0.0,0.001,0.5
1983-07-01,Enrgy_excess,-0.0301,0.00774174,-0.01503146,0.0,0.001,0.5
1983-07-01,HiTec_excess,-0.061,0.00916726,-0.01149149,0.0,0.001,0.5
1983-07-01,Telcm_excess,-0.0591,0.00529897,0.0023827,0.0023827,0.001,0.5
1983-07-01,Shops_excess,-0.0402,0.00742817,0.00123107,0.00123107,0.001,0.5
1983-07-01,Hlth_excess,-0.0642,0.00799499,-0.00239562,0.0,0.001,0.5
1983-07-01,Utils_excess,0.0028,0.00581091,-0.01208614,0.0,0.001,0.5
1983-07-01,Other_excess,-0.0438,0.00630885,-0.01772822,0.0,0.001,0.5
1983-08-01,NoDur_excess,-0.0004,0.00594183,-0.01366673,0.0,0.001,0.5
1983-08-01,Durbl_excess,-0.0313,0.00918513,-0.02093081,0.0,0.001,0.5
1983-08-01,Manuf_excess,-0.0016,0.00715773,-0.03106368,0.0,0.001,0.5
1983-08-01,Enrgy_excess,0.0611,0.00768601,-0.02468302,0.0,0.001,0.5
1983-08-01,HiTec_excess,-0.0187,0.00906392,-0.02249123,0.0,0.001,0.5
1983-08-01,Telcm_excess,0.0144,0.00520412,-0.01129697,0.0,0.001,0.5
1983-08-01,Shops_excess,-0.0549,0.00735803,-0.01048112,0.0,0.001,0.5
1983-08-01,Hlth_excess,-0.0177,0.00788866,-0.00609959,0.0,0.001,0.5
1983-08-01,Utils_excess,0.0076,0.00580648,-0.02208368,0.0,0.001,0.5
1983-08-01,Other_excess,-0.0167,0.00623505,-0.03498814,0.0,0.001,0.5
1983-09-01,NoDur_excess,0.039,0.0059325,-0.00105692,0.0,0.001,0.5
1983-09-01,Durbl_excess,0.0363,0.00912559,-0.01098877,0.0,0.001,0.5
1983-09-01,Manuf_excess,0.0152,0.00714485,-0.02406204,0.0,0.001,0.5
1983-09-01,Enrgy_excess,-0.0536,0.00776456,-0.01679669,0.0,0.001,0.5
1983-09-01,HiTec_excess,0.014,0.00902309,-0.014849,0.0,0.001,0.5
1983-09-01,Telcm_excess,0.015,0.00521765,0.00103127,0.00103127,0.001,0.5
1983-09-01,Shops_excess,0.0143,0.00726647,0.00413668,0.00413668,0.001,0.5
1983-09-01,Hlth_excess,0.0054,0.00785103,-0.00255424,0.0,0.001,0.5
1983-09-01,Utils_excess,0.039,0.00580912,-0.0104585,0.0,0.001,0.5
1983-09-01,Other_excess,0.0084,0.00620132,-0.02304009,0.0,0.001,0.5
1983-10-01,NoDur_excess,-0.0097,0.00598106,0.00588004,0.00588004,0.001,0.5
1983-10-01,Durbl_excess,-0.0072,0.00916549,-0.0024255,0.0,0.001,0.5
1983-10-01,Manuf_excess,-0.0305,0.00715668,-0.01672367,0.0,0.001,0.5
1983-10-01,Enrgy_excess,-0.0281,0.00767445,-0.01164035,0.0,0.001,0.5
1983-10-01,HiTec_excess,-0.0771,0.0090304,-0.01081867,0.0,0.001,0.5
1983-10-01,Telcm_excess,-0.0595,0.00523201,0.01028515,0.01028515,0.001,0.5
1983-10-01,Shops_excess,-0.0253,0.0072768,0.00869708,0.00869708,0.001,0.5
1983-10-01,Hlth_excess,-0.0294,0.00784743,-0.00322055,0.0,0.001,0.5
1983-10-01,Utils_excess,0.0229,0.00585786,-0.00329196,0.0,0.001,0.5
1983-10-01,Other_excess,-0.0483,0.00620455,-0.0127384,0.0,0.001,0.5
1983-11-01,NoDur_excess,0.016,0.00595806,-0.00193075,0.0,0.001,0.5
1983-11-01,Durbl_excess,0.0353,0.0091415,-0.00849401,0.0,0.001,0.5
1983-11-01,Manuf_excess,0.0578,0.00710147,-0.02303715,0.0,0.001,0.5
1983-11-01,Enrgy_excess,-0.0115,0.00762199,-0.01903836,0.0,0.001,0.5
1983-11-01,HiTec_excess,0.0163,0.00890411,-0.01350885,0.0,0.001,0.5
1983-11-01,Telcm_excess,0.0247,0.0051371,-0.00201609,0.0,0.001,0.5
1983-11-01,Shops_excess,0.0374,0.00722903,0.00265945,0.00265945,0.001,0.5
1983-11-01,Hlth_excess,-0.0373,0.00779282,-0.00195366,0.0,0.001,0.5
1983-11-01,Utils_excess,-0.0234,0.00588284,-0.00686387,0.0,0.001,0.5
1983-11-01,Other_excess,0.0402,0.00612463,-0.02309607,0.0,0.001,0.5
1983-12-01,NoDur_excess,-0.012,0.00597277,0.00096181,0.00096181,0.001,0.5
1983-12-01,Durbl_excess,0.0019,0.0091798,-0.00517934,0.0,0.001,0.5
1983-12-01,Manuf_excess,-0.0184,0.0071757,-0.01828744,0.0,0.001,0.5
1983-12-01,Enrgy_excess,0.0137,0.007594,-0.01653231,0.0,0.001,0.5
1983-12-01,HiTec_excess,-0.0037,0.00891493,-0.01249158,0.0,0.001,0.5
1983-12-01,Telcm_excess,-0.0226,0.00516574,0.00316646,0.00316646,0.001,0.5
1983-12-01,Shops_excess,-0.0545,0.00727321,0.00386363,0.00386363,0.001,0.5
1983-12-01,Hlth_excess,-0.0436,0.00772679,-0.00437653,0.0,0.001,0.5
1983-12-01,Utils_excess,-0.0437,0.00583997,-0.00525942,0.0,0.001,0.5
1983-12-01,Other_excess,-0.016,0.00617452,-0.01840438,0.0,0.001,0.5
1984-01-01,NoDur_excess,-0.0147,0.00594649,-0.00223344,0.0,0.001,0.5
1984-01-01,Durbl_excess,-0.0614,0.00916915,-0.00833482,0.0,0.001,0.5
1984-01-01,Manuf_excess,-0.0425,0.0071383,-0.02026586,0.0,0.001,0.5
1984-01-01,Enrgy_excess,0.0909,0.00760292,-0.01837471,0.0,0.001,0.5
1984-01-01,HiTec_excess,-0.0696,0.00889649,-0.01239227,0.0,0.001,0.5
1984-01-01,Telcm_excess,0.0334,0.00512515,-0.00142087,0.0,0.001,0.5
