date,asset,realized,historical_mean,ols,ols_restricted
1969-08-01,NoDur_excess,0.0445,0.00672309,0.00736192,0.00736192
1969-08-01,Durbl_excess,0.0223,0.01132387,-0.00090039,0.0
1969-08-01,Manuf_excess,0.0369,0.00898063,0.00332411,0.00332411
1969-08-01,Enrgy_excess,0.0612,0.00863601,0.00537554,0.00537554
1969-08-01,HiTec_excess,0.0653,0.01128493,0.02241708,0.02241708
1969-08-01,Telcm_excess,0.0115,0.00601585,0.00202482,0.00202482
1969-08-01,Shops_excess,0.0763,0.00837065,-0.00128021,0.0
1969-08-01,Hlth_excess,0.0881,0.00942975,0.01064931,0.01064931
1969-08-01,Utils_excess,-0.0179,0.00709061,0.00599002,0.00599002
1969-08-01,Other_excess,0.0848,0.00726458,0.00986187,0.00986187
1969-09-01,NoDur_excess,-0.0029,0.00679687,0.01093819,0.01093819
1969-09-01,Durbl_excess,-0.0068,0.01134531,0.0044374,0.0044374
1969-09-01,Manuf_excess,-0.0269,0.00903516,0.00741295,0.00741295
1969-09-01,Enrgy_excess,-0.1025,0.00873867,0.00492194,0.00492194
1969-09-01,HiTec_excess,-0.0042,0.01139043,0.02936382,0.02936382
1969-09-01,Telcm_excess,-0.0462,0.00602656,0.00465703,0.00465703
1969-09-01,Shops_excess,-0.0128,0.00850332,0.00737418,0.00737418
1969-09-01,Hlth_excess,0.0147,0.0095834,0.01657812,0.01657812
1969-09-01,Utils_excess,-0.0477,0.0070418,0.00941269,0.00941269
1969-09-01,Other_excess,-0.0125,0.00741602,0.01664127,0.01664127
1969-10-01,NoDur_excess,0.0772,0.00677797,0.0116339,0.0116339
1969-10-01,Durbl_excess,0.0326,0.01130994,0.01546871,0.01546871
1969-10-01,Manuf_excess,0.0608,0.00896511,0.00697447,0.00697447
1969-10-01,Enrgy_excess,-0.0163,0.00852183,-0.00551835,0.0
1969-10-01,HiTec_excess,0.0519,0.01136004,0.03114261,0.03114261
1969-10-01,Telcm_excess,0.029,0.00592476,-0.00708294,0.0
1969-10-01,Shops_excess,0.0611,0.00846179,0.01161915,0.01161915
1969-10-01,Hlth_excess,0.0838,0.00959337,0.02423139,0.02423139
1969-10-01,Utils_excess,0.077,0.00693509,0.00353915,0.00353915
