date,asset,realized,historical_mean,ridge_restricted,ols4_restricted,random_forest,elastic_net_restricted,ols_restricted
1972-04-01,Durbl_excess,-0.0082,0.01116096,0.00787736,0.01298997,0.00736819,0.01902061,0.02279497
1972-04-01,Enrgy_excess,-0.0098,0.00806611,0.00084045,0.0,-0.00023884,0.00157815,0.00081428
1972-04-01,HiTec_excess,0.0047,0.01067735,0.00774049,0.0,0.00740974,0.00315176,0.00389298
1972-04-01,Hlth_excess,0.0079,0.00957772,0.00957211,0.00980187,0.00756149,0.01670063,0.01783284
1972-04-01,Manuf_excess,0.0168,0.00876041,0.005272,0.0,0.0040006,0.00277826,0.00255818
1972-04-01,NoDur_excess,0.0161,0.00684567,0.00613965,0.00851869,0.00362814,0.01348353,0.01350222
1972-04-01,Other_excess,0.0153,0.00718656,0.00464637,0.00097088,0.0047238,0.0108643,0.01144888
1972-04-01,Shops_excess,-0.0085,0.00863131,0.00827737,0.01671955,0.00823112,0.01578512,0.01759968
1972-04-01,Telcm_excess,-0.0134,0.0055733,0.0055666,0.0,0.00093932,7.798e-05,0.0
1972-04-01,Utils_excess,-0.0311,0.00667293,0.00496304,0.0,0.00157494,0.0,0.0
1972-05-01,Durbl_excess,-0.0132,0.01112537,0.00769981,0.01246685,0.00670098,0.01672633,0.01961836
1972-05-01,Enrgy_excess,0.0339,0.00803327,0.00190231,0.0,-6.74e-05,0.00258739,0.00166751
1972-05-01,HiTec_excess,0.0344,0.01066636,0.0075438,0.0,0.00885111,7.849e-05,0.0
1972-05-01,Hlth_excess,0.0322,0.00957463,0.00956795,0.00978444,0.00813215,0.01521439,0.01481624
1972-05-01,Manuf_excess,0.016,0.00877518,0.00543717,0.0,0.0031946,0.0018453,0.00071999
1972-05-01,NoDur_excess,0.0011,0.00686268,0.00610254,0.00872603,0.00285348,0.01249794,0.01156365
1972-05-01,Other_excess,-0.0091,0.00720147,0.00479521,0.00104098,0.00366699,0.00952486,0.00890796
1972-05-01,Shops_excess,0.0149,0.00859982,0.00774229,0.01628821,0.00773272,0.01275297,0.0133187
1972-05-01,Telcm_excess,0.0087,0.00553842,0.00553258,0.0,-0.00020877,5.032e-05,0.0
1972-05-01,Utils_excess,-0.0048,0.00660349,0.00470211,0.0,0.00113623,0.0,0.0
1972-06-01,Durbl_excess,-0.0318,0.01108073,0.00773022,0.01021806,0.00609272,0.01638113,0.02028062
1972-06-01,Enrgy_excess,-0.0121,0.00808073,0.00447599,0.0,0.00477686,0.00815295,0.00886356
1972-06-01,HiTec_excess,-0.0282,0.01070991,0.00775077,0.0,0.00659192,0.00261332,0.00352132
1972-06-01,Hlth_excess,0.0222,0.00961615,0.00960821,0.00973798,0.00801129,0.01392524,0.01355702
1972-06-01,Manuf_excess,-0.0254,0.00878844,0.00588412,0.0,0.00305925,0.00490645,0.00378457
1972-06-01,NoDur_excess,-0.0144,0.00685211,0.00613388,0.0078305,0.00487853,0.01269213,0.01321648
1972-06-01,Other_excess,-0.048,0.00717156,0.00524406,0.00069588,0.00403507,0.01210835,0.01273241
1972-06-01,Shops_excess,-0.0451,0.00861138,0.00740701,0.01489912,0.00868001,0.01263056,0.01446086
1972-06-01,Telcm_excess,-0.0304,0.00554422,0.00554155,0.0,0.00167497,0.0061018,0.00615949
1972-06-01,Utils_excess,-0.0184,0.00658257,0.00473725,0.0,0.00252239,0.0,0.0
1972-07-01,Durbl_excess,-0.0244,0.0110022,0.00725858,0.00931822,0.00608111,0.01690427,0.02067189
1972-07-01,Enrgy_excess,-0.0136,0.00804377,0.00195485,0.0,-0.00175255,0.00515331,0.0058384
1972-07-01,HiTec_excess,0.0065,0.01063864,0.00768042,0.0,0.00865378,0.00542353,0.00699179
1972-07-01,Hlth_excess,0.0282,0.00963919,0.00963332,0.01022863,0.00929223,0.01739823,0.02004638
1972-07-01,Manuf_excess,0.0017,0.00872582,0.00543655,0.0,0.00291976,0.0062712,0.00846718
1972-07-01,NoDur_excess,-0.0189,0.00681319,0.00593348,0.00750072,0.00326099,0.01193766,0.01231113
1972-07-01,Other_excess,-0.0326,0.00707051,0.00440099,0.0,0.00395379,0.01188539,0.01296028
1972-07-01,Shops_excess,-0.0277,0.008513,0.00732771,0.01339611,0.00568754,0.01071253,0.01144293
1972-07-01,Telcm_excess,0.0044,0.00547839,0.0054711,0.0,0.0008003,0.0,0.0
1972-07-01,Utils_excess,-0.0027,0.00653681,0.00465581,0.0,0.00164555,0.0,0.0
1972-08-01,Durbl_excess,0.0349,0.01093748,0.00701789,0.00747362,0.00570506,0.01446728,0.01859674
1972-08-01,Enrgy_excess,0.1216,0.0080042,0.0049171,0.0,0.00300942,0.01003331,0.01216577
1972-08-01,HiTec_excess,0.0256,0.01063108,0.00756706,0.0,0.00790202,0.00519493,0.00775196
1972-08-01,Hlth_excess,0.0075,0.00967313,0.00966512,0.01004133,0.00962543,0.01435191,0.01652404
1972-08-01,Manuf_excess,0.02,0.00871298,0.00589041,0.0,0.00299545,0.00846325,0.01080419
1972-08-01,NoDur_excess,-0.004,0.00676618,0.00575758,0.00652585,0.00307808,0.0098018,0.01098565
1972-08-01,Other_excess,0.0333,0.00699799,0.00478331,0.0,0.0045433,0.01365952,0.01554934
1972-08-01,Shops_excess,-0.0072,0.0084468,0.00633035,0.01137089,0.0042922,0.00627304,0.00725727
1972-08-01,Telcm_excess,0.0486,0.00547642,0.00547229,0.0,0.00185878,0.0030453,0.00462853
1972-08-01,Utils_excess,0.0568,0.00651993,0.0045368,0.0,0.00277726,0.0,0.0
1972-09-01,Durbl_excess,-0.0123,0.0109812,0.00697315,0.00711996,0.00597923,0.01698333,0.02266789
1972-09-01,Enrgy_excess,-0.0058,0.0082115,0.00240438,0.00016138,0.00400105,0.00756744,0.00968591
1972-09-01,HiTec_excess,-0.0149,0.01065839,0.00783593,0.0,0.00810837,0.01023444,0.01450575
1972-09-01,Hlth_excess,-0.0078,0.00966916,0.00966258,0.00966139,0.01197318,0.01658829,0.02058657
1972-09-01,Manuf_excess,-0.0156,0.00873358,0.00524927,0.0,0.00361205,0.00853626,0.01124363
1972-09-01,NoDur_excess,-0.0296,0.00674653,0.00584102,0.00603948,0.00351775,0.01219766,0.01504985
1972-09-01,Other_excess,-0.0206,0.00704599,0.00435119,0.0,0.00484425,0.0145052,0.01820239
1972-09-01,Shops_excess,-0.0084,0.00841825,0.00724212,0.01071663,0.00720343,0.01334894,0.01584474
1972-09-01,Telcm_excess,0.0397,0.00555511,0.00554953,0.0,0.00059651,0.00443862,0.00778609
1972-09-01,Utils_excess,-0.0014,0.00661168,0.00499565,0.0,0.00170539,0.00314349,0.00769644
1972-10-01,Durbl_excess,-0.0284,0.0109388,0.0060408,0.00380461,0.00340169,0.01622097,0.02129603
1972-10-01,Enrgy_excess,0.027,0.00818597,0.00097524,0.0,8.204e-05,0.00628032,0.00845318
1972-10-01,HiTec_excess,-0.0374,0.01061184,0.0079082,0.0,0.0074109,0.0140219,0.01857077
1972-10-01,Hlth_excess,0.0111,0.00963734,0.00963048,0.0089413,0.00332086,0.01759633,0.02220781
1972-10-01,Manuf_excess,0.0074,0.00868925,0.00466811,0.0,0.00289151,0.00985326,0.01320403
1972-10-01,NoDur_excess,-0.0041,0.00668033,0.00557927,0.00475613,-0.00182158,0.01244465,0.01563057
1972-10-01,Other_excess,0.0073,0.00699563,0.00374513,0.0,0.00419365,0.01499111,0.01897524
1972-10-01,Shops_excess,0.0049,0.00838761,0.00705608,0.00830404,0.00438143,0.01417924,0.01713451
1972-10-01,Telcm_excess,0.019,0.0056173,0.00561006,0.0,0.00293017,0.00361637,0.00738209
1972-10-01,Utils_excess,0.0637,0.00659709,0.00515235,0.0,0.00128896,0.00599811,0.01074128
1972-11-01,Durbl_excess,0.0757,0.01086727,0.00573065,0.0019168,0.00231376,0.01328992,0.01780029
1972-11-01,Enrgy_excess,0.0583,0.00822018,0.00517597,0.0,0.00541799,0.01360716,0.01701477
1972-11-01,HiTec_excess,0.0216,0.01052455,0.00752694,0.0,0.00696742,0.01098998,0.01507491
1972-11-01,Hlth_excess,-0.0093,0.00964,0.00963027,0.00841472,0.00390525,0.01366557,0.01662298
1972-11-01,Manuf_excess,0.0383,0.00868691,0.00522137,0.0,0.00230997,0.0112626,0.01428683
1972-11-01,NoDur_excess,0.0651,0.00666073,0.00537366,0.0041754,0.00026597,0.00977862,0.01287393
1972-11-01,Other_excess,0.0477,0.00699618,0.00431303,0.0,0.00457359,0.01625902,0.01995431
1972-11-01,Shops_excess,0.0564,0.00838127,0.00582741,0.00703848,0.00457255,0.00782149,0.01057694
1972-11-01,Telcm_excess,0.0669,0.00564164,0.00563802,0.0,0.00415612,0.00821866,0.01173964
1972-11-01,Utils_excess,0.0603,0.00670091,0.00517724,0.0,0.00547452,0.00481643,0.00956052
1972-12-01,Durbl_excess,0.0127,0.01098494,0.00571778,0.00089741,0.00380312,0.0151801,0.02235666
1972-12-01,Enrgy_excess,0.0068,0.00831107,0.00336511,0.0,0.00607662,0.01054774,0.01492358
1972-12-01,HiTec_excess,0.0161,0.01054465,0.00775674,0.00030175,0.00602467,0.0166115,0.02383711
1972-12-01,Hlth_excess,0.0337,0.00960563,0.00959574,0.00737112,0.00584001,0.01373609,0.01855428
1972-12-01,Manuf_excess,0.0055,0.00874065,0.00476351,0.0,0.00315895,0.01269388,0.01605588
1972-12-01,NoDur_excess,0.0016,0.00676679,0.00568283,0.00415559,0.00259029,0.01331961,0.01946887
1972-12-01,Other_excess,-0.011,0.00707005,0.004163,0.0,0.00390181,0.01879921,0.02577864
1972-12-01,Shops_excess,0.0136,0.00846842,0.00665632,0.00625165,0.00793265,0.01536495,0.02102614
1972-12-01,Telcm_excess,0.0108,0.00575281,0.00575019,0.00204981,0.00430733,0.01387288,0.02063986
1972-12-01,Utils_excess,-0.0191,0.00679819,0.00570879,0.0,0.0033492,0.01375572,0.02146309
1973-01-01,Durbl_excess,-0.0714,0.01098804,0.00486267,0.0007549,0.00277486,0.01526901,0.02168558
1973-01-01,Enrgy_excess,0.0459,0.00830833,0.0,0.0,-0.00203514,0.00359386,0.00703918
1973-01-01,HiTec_excess,0.0152,0.01055471,0.00755752,0.00016754,0.0049942,0.0185051,0.02542462
1973-01-01,Hlth_excess,-0.0163,0.00964928,0.0096417,0.00783694,0.00076115,0.0175969,0.02507059
1973-01-01,Manuf_excess,-0.0414,0.00873478,0.0038241,0.0,0.00197607,0.01178421,0.0177838
1973-01-01,NoDur_excess,-0.052,0.00675743,0.00539355,0.00420699,-0.00130927,0.01244567,0.01775714
1973-01-01,Other_excess,-0.0789,0.00703732,0.00285865,0.0,0.00231526,0.01655796,0.02307368
1973-01-01,Shops_excess,-0.0453,0.00847772,0.00701008,0.00632744,0.00459648,0.01544311,0.02026071
1973-01-01,Telcm_excess,-0.0256,0.00576196,0.00575297,0.00139391,-0.0005644,0.00396103,0.01025479
1973-01-01,Utils_excess,-0.0471,0.00675127,0.00551655,0.0,0.00170789,0.01177176,0.01906793
1973-02-01,Durbl_excess,-0.0627,0.01083906,0.004459,0.00374019,0.00099458,0.01015388,0.01251352
1973-02-01,Enrgy_excess,-0.0779,0.00837631,0.0,0.00138464,-0.00123604,0.00089208,0.0
1973-02-01,HiTec_excess,-0.0341,0.01056311,0.00734416,0.0,0.00687774,0.00836246,0.0089966
1973-02-01,Hlth_excess,-0.0112,0.00960235,0.00959524,0.00978037,0.00053626,0.01798245,0.0203007
1973-02-01,Manuf_excess,-0.0268,0.00864412,0.00327117,0.0,-9.453e-05,0.00124236,0.00200042
1973-02-01,NoDur_excess,-0.0478,0.00665118,0.00514766,0.00511155,-0.00382755,0.00964428,0.00963069
1973-02-01,Other_excess,-0.0647,0.00688192,0.00212795,0.0,-0.00090602,0.00484864,0.00504619
1973-02-01,Shops_excess,-0.0686,0.00838047,0.0069748,0.00943547,0.00178723,0.01393503,0.01379547
1973-02-01,Telcm_excess,-0.0505,0.00570524,0.00569373,0.0,-0.00150086,0.0,0.0
1973-02-01,Utils_excess,-0.0239,0.00665389,0.00503805,0.0,0.00420985,0.00300573,0.00424013
1973-03-01,Durbl_excess,-0.0328,0.01070632,0.00448602,0.0023077,0.00395687,0.00725665,0.00833099
1973-03-01,Enrgy_excess,0.0259,0.00822058,0.00238292,0.00015352,-0.00020704,0.00701051,0.00633273
1973-03-01,HiTec_excess,-0.0166,0.01048249,0.00710247,0.0,0.00819589,0.0039181,0.00320936
1973-03-01,Hlth_excess,0.0032,0.0095648,0.00955497,0.00959559,0.00667941,0.01348976,0.01314165
1973-03-01,Manuf_excess,-0.0066,0.00858014,0.00406448,0.0,0.00037789,0.00187545,0.00128335
1973-03-01,NoDur_excess,-0.0146,0.00655289,0.0049438,0.00414273,-0.00166904,0.00641629,0.00542425
1973-03-01,Other_excess,-0.0072,0.00675271,0.00286232,0.0,-0.00154539,0.00511166,0.00406496
1973-03-01,Shops_excess,-0.061,0.00824152,0.0055827,0.00746654,0.00183126,0.00594055,0.00469876
1973-03-01,Telcm_excess,0.0007,0.00560379,0.00559572,0.0,0.00177707,0.00097688,0.0
1973-03-01,Utils_excess,-0.0261,0.00659874,0.00487059,0.0,0.0050669,0.0,0.00010727
1973-04-01,Durbl_excess,-0.0571,0.01062793,0.00402896,0.0,0.00391725,0.0091909,0.01170062
1973-04-01,Enrgy_excess,-0.015,0.00825243,0.0040138,0.0,0.00240208,0.01283076,0.01430713
1973-04-01,HiTec_excess,-0.0718,0.01043369,0.00726916,0.0,0.00691613,0.01036454,0.01234315
1973-04-01,Hlth_excess,-0.0601,0.00955333,0.00954263,0.00886796,0.00402386,0.01391741,0.01565952
1973-04-01,Manuf_excess,-0.0492,0.00855279,0.00423713,0.0,0.00072004,0.00840105,0.01009992
1973-04-01,NoDur_excess,-0.0677,0.00651477,0.00483727,0.00323734,-0.00261624,0.00795513,0.00920497
1973-04-01,Other_excess,-0.0827,0.00672757,0.00311223,0.0,-0.00210375,0.01228561,0.01391459
1973-04-01,Shops_excess,-0.0904,0.00811676,0.00490101,0.0041438,0.00076727,0.00469908,0.00554146
1973-04-01,Telcm_excess,0.0036,0.00559495,0.00558761,0.0,0.00210103,0.0038277,0.00538011
1973-04-01,Utils_excess,-0.0112,0.00653982,0.0049126,0.0,0.00383353,0.0035858,0.00640958
1973-05-01,Durbl_excess,-0.0474,0.01050612,0.00423593,0.0,0.00415317,0.0110448,0.01483505
1973-05-01,Enrgy_excess,-0.0407,0.00821061,0.00378346,0.0,0.0034523,0.01259994,0.01485044
1973-05-01,HiTec_excess,-0.0312,0.01028579,0.00752779,0.0,0.00447489,0.01425302,0.017858
1973-05-01,Hlth_excess,0.0055,0.00942806,0.00941806,0.00798421,0.00371121,0.01480117,0.01787379
1973-05-01,Manuf_excess,-0.0166,0.00844892,0.00430546,0.0,0.00022572,0.01033152,0.0131766
1973-05-01,NoDur_excess,-0.0264,0.00638129,0.00476919,0.00238363,-0.00255056,0.00852482,0.01118985
1973-05-01,Other_excess,-0.055,0.00656673,0.00296303,0.0,-0.00239254,0.01349508,0.01694335
1973-05-01,Shops_excess,-0.0274,0.00793957,0.00484288,0.00236571,-0.00151059,0.0054572,0.00764518
1973-05-01,Telcm_excess,-0.0135,0.00559137,0.00558397,0.0,0.00298368,0.0046443,0.00800506
1973-05-01,Utils_excess,-0.0016,0.00650791,0.00523019,0.0,0.00553162,0.00813146,0.01255476
1973-06-01,Durbl_excess,-0.0305,0.01040215,0.00406387,0.0,0.00090208,0.01057826,0.01323954
1973-06-01,Enrgy_excess,0.0108,0.0081228,0.00254918,0.0,-0.00162729,0.01062223,0.012152
1973-06-01,HiTec_excess,-0.0057,0.01021131,0.00739035,0.0,0.00162248,0.01237425,0.01405133
1973-06-01,Hlth_excess,-0.005,0.00942101,0.00941232,0.00839909,0.00045954,0.01619273,0.0191413
1973-06-01,Manuf_excess,-0.0086,0.00840395,0.00418192,0.0,-0.00198766,0.00848367,0.01140199
1973-06-01,NoDur_excess,-0.0395,0.00632244,0.00460784,0.00201713,-0.00578628,0.00708413,0.00846364
1973-06-01,Other_excess,-0.0074,0.00645619,0.00237947,0.0,-0.00446203,0.00957779,0.01121171
1973-06-01,Shops_excess,-0.0627,0.00787612,0.00476179,0.00216559,-0.004861,0.00366881,0.00449079
1973-06-01,Telcm_excess,-0.0083,0.00555709,0.00554704,0.0,0.00085423,0.0,0.00093468
1973-06-01,Utils_excess,-0.0301,0.00649336,0.00519059,0.0,0.00506065,0.00603062,0.00915728
1973-07-01,Durbl_excess,0.0662,0.01032885,0.00312157,0.0,0.00042064,0.00950744,0.0125382
1973-07-01,Enrgy_excess,-0.0034,0.0081276,0.00403143,0.0,0.0008369,0.01430081,0.01720007
1973-07-01,HiTec_excess,0.0431,0.0101828,0.00757977,0.00151168,0.00467297,0.01776268,0.02109008
1973-07-01,Hlth_excess,0.0623,0.00939516,0.00938474,0.00754828,-0.00042278,0.0157161,0.01951058
1973-07-01,Manuf_excess,0.0601,0.00837348,0.00419027,0.0,-0.00104168,0.01329223,0.0179184
1973-07-01,NoDur_excess,0.0679,0.00624032,0.00426362,0.00069688,-0.0088587,0.00686318,0.00929092
1973-07-01,Other_excess,0.0889,0.00643136,0.0024084,0.0,-0.00309077,0.01433044,0.01766777
1973-07-01,Shops_excess,0.105,0.00774964,0.00361508,0.0,-0.00565129,0.00072224,0.00261144
1973-07-01,Telcm_excess,-0.0096,0.00553226,0.00552267,0.0,0.00053661,0.00110005,0.0043468
1973-07-01,Utils_excess,-0.0304,0.00642778,0.00521979,0.0,0.00422897,0.00871096,0.0128395
1973-08-01,Durbl_excess,-0.0464,0.0104288,0.00233702,0.0,0.00286759,0.0103063,0.01046408
1973-08-01,Enrgy_excess,-0.0452,0.00810698,0.00085176,0.0,0.00019382,0.00943236,0.01167894
1973-08-01,HiTec_excess,-0.044,0.01024168,0.0074941,0.00249394,0.00643952,0.01847753,0.01945085
1973-08-01,Hlth_excess,-0.076,0.0094898,0.00948181,0.00849809,0.0075045,0.02061609,0.02591649
1973-08-01,Manuf_excess,-0.0216,0.00846601,0.0039945,0.0,0.00335717,0.01434718,0.02282558
1973-08-01,NoDur_excess,-0.0401,0.00635063,0.00410734,0.00154173,-0.00120406,0.00529503,0.00500693
1973-08-01,Other_excess,-0.03,0.00657889,0.00163913,0.0,-0.0007619,0.01298688,0.01392929
1973-08-01,Shops_excess,-0.0485,0.00792361,0.00356761,0.0,-0.001613,0.0,0.0
1973-08-01,Telcm_excess,-0.0459,0.00550519,0.00548813,0.0,-0.00214511,0.0,0.0
1973-08-01,Utils_excess,-0.028,0.0063619,0.00459864,0.0,0.00686739,0.00106096,0.00231238
1973-09-01,Durbl_excess,0.0714,0.01032732,0.00117245,0.0,-0.00031915,0.00277053,0.00958234
1973-09-01,Enrgy_excess,0.0853,0.00801179,0.00551568,0.0,0.00072439,0.01676418,0.02081
1973-09-01,HiTec_excess,-0.0351,0.01014482,0.00750859,0.00847286,0.00354614,0.02604656,0.03532208
1973-09-01,Hlth_excess,0.001,0.00933714,0.0093201,0.00564789,-0.00120809,0.00873628,0.0127813
1973-09-01,Manuf_excess,0.0388,0.00841232,0.00367621,0.0,0.00027481,0.01828964,0.02192913
1973-09-01,NoDur_excess,0.0522,0.00626768,0.00400803,0.00030649,-0.00385751,0.00871638,0.01568393
1973-09-01,Other_excess,0.0656,0.00651357,0.0030163,0.0,-0.00238827,0.02432573,0.03361514
1973-09-01,Shops_excess,0.0649,0.00782286,0.00299038,0.0,-0.00223251,0.00667752,0.01276738
1973-09-01,Telcm_excess,0.0696,0.00541339,0.00540715,0.0,0.00259068,0.01660688,0.02580088
1973-09-01,Utils_excess,0.0723,0.00630054,0.00527309,0.00613863,0.00624902,0.02048933,0.02953724
1973-10-01,Durbl_excess,-0.05,0.01043619,0.00361596,0.0,0.00407677,0.01690513,0.02793041
1973-10-01,Enrgy_excess,0.0452,0.00814955,0.00560466,0.0,0.00276159,0.01842532,0.02573311
1973-10-01,HiTec_excess,0.0325,0.01006417,0.00829951,0.00795783,0.00261164,0.03367816,0.04638718
1973-10-01,Hlth_excess,0.0118,0.00932228,0.00930982,0.00518503,0.00209149,0.01622925,0.02404605
1973-10-01,Manuf_excess,-0.002,0.00846649,0.00468589,0.00092693,0.00358333,0.02485603,0.03217648
1973-10-01,NoDur_excess,-0.029,0.00634955,0.00510203,0.0017546,0.00279566,0.01744912,0.02801827
1973-10-01,Other_excess,-0.0166,0.00661889,0.0039964,0.0,0.00371969,0.03155101,0.04428475
1973-10-01,Shops_excess,-0.043,0.0079246,0.00505201,0.0,0.00268316,0.01835867,0.02806867
1973-10-01,Telcm_excess,-0.0621,0.00552781,0.00552422,0.00165656,0.00691799,0.02014106,0.03276923
1973-10-01,Utils_excess,-0.0406,0.00641818,0.00640318,0.00849596,0.01148423,0.03207005,0.04442106
1973-11-01,Durbl_excess,-0.1687,0.01032865,0.00358079,0.0,-0.00015466,0.00803271,0.01095653
1973-11-01,Enrgy_excess,-0.0678,0.00821548,0.00885165,0.0,0.00521919,0.02037656,0.02446615
1973-11-01,HiTec_excess,-0.1201,0.01010409,0.00720516,0.00304651,0.00245851,0.01312751,0.01633127
1973-11-01,Hlth_excess,-0.0832,0.00932669,0.00931344,0.00634701,0.00082205,0.01035748,0.01285252
1973-11-01,Manuf_excess,-0.1483,0.00844786,0.00535005,0.0,0.00159787,0.01514642,0.02064256
1973-11-01,NoDur_excess,-0.1488,0.00628665,0.00444351,0.00143319,-0.00257145,0.00451814,0.0064101
1973-11-01,Other_excess,-0.1406,0.00657758,0.00392948,0.0,-0.00221305,0.01771842,0.02094361
1973-11-01,Shops_excess,-0.1946,0.00783399,0.00328895,0.0,-0.00267955,0.0,0.0
1973-11-01,Telcm_excess,-0.0489,0.00540747,0.00540092,0.0,0.00478598,0.00361219,0.00691168
1973-11-01,Utils_excess,-0.122,0.00633452,0.00501219,0.00108703,0.00712831,0.00589185,0.0095246
1973-12-01,Durbl_excess,-0.044,0.01001066,0.00336516,0.0,-0.00581858,0.01318973,0.01918343
1973-12-01,Enrgy_excess,0.0799,0.00808046,0.0030241,0.00054763,-0.00287051,0.01397881,0.01760914
1973-12-01,HiTec_excess,-0.0496,0.00987282,0.00841591,0.00299228,-0.00155862,0.02733938,0.03385668
1973-12-01,Hlth_excess,-0.0512,0.00916234,0.00915384,0.00574962,-9.117e-05,0.01761154,0.02403437
1973-12-01,Manuf_excess,0.0065,0.00816945,0.0042662,0.0,-0.00290521,0.01669813,0.02236006
1973-12-01,NoDur_excess,-0.0221,0.00601119,0.00431354,0.0,-0.00569761,0.01091049,0.01639281
1973-12-01,Other_excess,0.0181,0.00631616,0.00286595,0.0,-0.00439365,0.0197411,0.02627374
1973-12-01,Shops_excess,-0.0085,0.00747442,0.00454357,0.0,-0.00878642,0.01066881,0.01533155
1973-12-01,Telcm_excess,0.0353,0.00531101,0.00529801,0.0,-0.00095689,0.00097491,0.00742813
1973-12-01,Utils_excess,0.0279,0.00610657,0.00558392,0.00056737,0.00781712,0.01932565,0.02674406
1974-01-01,Durbl_excess,0.0547,0.00991489,0.00502036,0.0,-0.00301104,0.00991591,0.01075911
1974-01-01,Enrgy_excess,-0.0809,0.0082078,0.00915373,0.0029482,0.00423475,0.01951402,0.02063398
1974-01-01,HiTec_excess,0.0062,0.00976738,0.00820063,0.0,-0.00444921,0.01285753,0.01219708
1974-01-01,Hlth_excess,-0.0319,0.00905532,0.0090472,0.00519374,-0.00027693,0.01213643,0.01307941
1974-01-01,Manuf_excess,-0.0022,0.00816649,0.00618218,0.0,0.00180855,0.01226627,0.01429619
1974-01-01,NoDur_excess,0.0173,0.00596135,0.00454882,0.0,-0.00125776,0.00434945,0.00400912
1974-01-01,Other_excess,0.0055,0.00633706,0.00469015,0.0,0.00104683,0.01329002,0.01263538
1974-01-01,Shops_excess,0.0606,0.0074461,0.00473304,0.0,-0.00259269,0.0037234,0.00260299
1974-01-01,Telcm_excess,0.0146,0.00536418,0.00535475,0.0,0.00294732,0.0,0.0
1974-01-01,Utils_excess,0.0392,0.00614521,0.00529709,0.0,0.00705548,0.00682785,0.00737961
1974-02-01,Durbl_excess,-0.0165,0.00999416,0.00451898,0.0,-0.00146343,0.00678789,0.00553592
1974-02-01,Enrgy_excess,-0.0213,0.00805009,0.00762858,0.00148182,0.00148012,0.0145375,0.01354618
1974-02-01,HiTec_excess,-0.0118,0.00976106,0.00803547,0.0,-0.0025612,0.01031716,0.00815654
1974-02-01,Hlth_excess,-0.018,0.00898283,0.00897259,0.00425872,-0.00609688,0.00938818,0.00834715
1974-02-01,Manuf_excess,-0.0055,0.00814814,0.00564874,0.0,0.00102846,0.00879791,0.0082032
1974-02-01,NoDur_excess,-0.0043,0.00598142,0.00441561,0.0,-0.00331094,0.00382024,0.00219566
1974-02-01,Other_excess,0.0043,0.00633558,0.00445083,0.0,-0.0004938,0.01011774,0.00795517
1974-02-01,Shops_excess,0.0023,0.00754018,0.00495134,0.0,-0.0008357,0.00588687,0.0038049
1974-02-01,Telcm_excess,0.0413,0.00538053,0.00537101,0.0,0.00251514,0.0,0.0
1974-02-01,Utils_excess,-0.0029,0.00620372,0.00548553,0.0,0.00642896,0.00721122,0.00574985
1974-03-01,Durbl_excess,-0.0066,0.00994735,0.00480615,0.0,0.00384161,0.00141402,0.0
1974-03-01,Enrgy_excess,-0.038,0.00799823,0.00765881,0.00232947,0.00476456,0.01089607,0.00712426
1974-03-01,HiTec_excess,-0.0329,0.00972297,0.00754364,0.0,0.00247908,0.00020713,0.0
1974-03-01,Hlth_excess,0.0065,0.00893516,0.00892451,0.00476203,0.0001487,0.00569481,0.00154079
1974-03-01,Manuf_excess,-0.0134,0.00812403,0.00561269,0.0,0.00224042,0.00122851,0.0
1974-03-01,NoDur_excess,-0.0246,0.00596325,0.00442715,0.0,-0.00043452,0.00040861,0.0
1974-03-01,Other_excess,-0.0419,0.00633198,0.00476171,0.0,0.00232588,0.00398728,0.0
1974-03-01,Shops_excess,-0.0368,0.00753092,0.00524159,0.00039941,0.00324676,0.00385392,0.0
1974-03-01,Telcm_excess,-0.0514,0.00544399,0.0054369,0.0,0.00401394,0.00090573,0.0
1974-03-01,Utils_excess,-0.0422,0.00618763,0.00519613,0.0,0.00466172,0.00137319,0.0
1974-04-01,Durbl_excess,-0.0482,0.00991817,0.00411884,0.0,0.00333091,0.00235272,0.0
1974-04-01,Enrgy_excess,-0.0706,0.00791711,0.00642515,0.00107941,0.00618727,0.00963491,0.00617053
1974-04-01,HiTec_excess,-0.0439,0.0096478,0.007305,0.0,0.00360251,0.00195466,0.0
1974-04-01,Hlth_excess,-0.0223,0.00893086,0.00892048,0.00425545,6.365e-05,0.00754958,0.00492239
1974-04-01,Manuf_excess,-0.0279,0.00808607,0.00564389,0.0,0.00546391,0.00539753,0.00405012
1974-04-01,NoDur_excess,-0.0442,0.00590935,0.00396165,0.0,-0.00092616,0.0,0.0
1974-04-01,Other_excess,-0.0708,0.00624691,0.00409384,0.0,5.108e-05,0.00448704,0.0
1974-04-01,Shops_excess,-0.0271,0.00745273,0.00432932,0.0,0.00132379,0.0,0.0
1974-04-01,Telcm_excess,-0.0607,0.00534374,0.0053308,0.0,-0.00190413,0.0,0.0
1974-04-01,Utils_excess,-0.1298,0.00610229,0.00474717,0.0,0.00409151,0.0,0.0
1974-05-01,Durbl_excess,-0.0031,0.00981585,0.00481896,0.0,0.00573517,0.00451626,0.0
1974-05-01,Enrgy_excess,-0.0829,0.00777887,0.00645667,0.0,0.0075469,0.00696584,0.00308129
1974-05-01,HiTec_excess,-0.0497,0.00955352,0.00777746,0.0,0.00587541,0.00150495,0.0
1974-05-01,Hlth_excess,-0.0087,0.00887588,0.00886734,0.00359173,0.00524498,0.01022179,0.00624924
