date,asset_i,asset_j,inverse_covariance
1982-04-01,Shops_excess,Utils_excess,132.3201526572
1982-04-01,Shops_excess,Other_excess,-166.6640609382
1982-04-01,Hlth_excess,NoDur_excess,-748.4052260606
1982-04-01,Hlth_excess,Durbl_excess,263.3056801455
1982-04-01,Hlth_excess,Manuf_excess,-562.12088802
1982-04-01,Hlth_excess,Enrgy_excess,-81.854948437
1982-04-01,Hlth_excess,HiTec_excess,-338.6842166558
1982-04-01,Hlth_excess,Telcm_excess,-28.4614935367
1982-04-01,Hlth_excess,Shops_excess,17.4967952831
1982-04-01,Hlth_excess,Hlth_excess,1188.7339967623
1982-04-01,Hlth_excess,Utils_excess,58.0607140446
1982-04-01,Hlth_excess,Other_excess,249.6566102102
1982-04-01,Utils_excess,NoDur_excess,-905.0804148132
1982-04-01,Utils_excess,Durbl_excess,-67.4630195497
1982-04-01,Utils_excess,Manuf_excess,280.7764767429
1982-04-01,Utils_excess,Enrgy_excess,-363.2669968999
1982-04-01,Utils_excess,HiTec_excess,84.0689679672
1982-04-01,Utils_excess,Telcm_excess,-635.487093692
1982-04-01,Utils_excess,Shops_excess,132.3201526572
1982-04-01,Utils_excess,Hlth_excess,58.0607140446
1982-04-01,Utils_excess,Utils_excess,1948.6245036882
1982-04-01,Utils_excess,Other_excess,-375.3227711345
1982-04-01,Other_excess,NoDur_excess,-1395.7859582661
1982-04-01,Other_excess,Durbl_excess,112.2024642763
1982-04-01,Other_excess,Manuf_excess,-1747.7131039232
1982-04-01,Other_excess,Enrgy_excess,-382.1598045225
1982-04-01,Other_excess,HiTec_excess,-57.9590012919
1982-04-01,Other_excess,Telcm_excess,-84.8439549295
1982-04-01,Other_excess,Shops_excess,-166.6640609382
1982-04-01,Other_excess,Hlth_excess,249.6566102102
1982-04-01,Other_excess,Utils_excess,-375.3227711345
1982-04-01,Other_excess,Other_excess,3349.4721838166
1982-05-01,NoDur_excess,NoDur_excess,6269.1371871716
1982-05-01,NoDur_excess,Durbl_excess,-135.9915380577
1982-05-01,NoDur_excess,Manuf_excess,-637.6685545353
1982-05-01,NoDur_excess,Enrgy_excess,407.5875491762
1982-05-01,NoDur_excess,HiTec_excess,147.1191058727
1982-05-01,NoDur_excess,Telcm_excess,-269.1931228538
1982-05-01,NoDur_excess,Shops_excess,-2132.7119117965
1982-05-01,NoDur_excess,Hlth_excess,-752.6169530282
1982-05-01,NoDur_excess,Utils_excess,-909.8213040284
1982-05-01,NoDur_excess,Other_excess,-1383.0607111731
1982-05-01,Durbl_excess,NoDur_excess,-135.9915380577
1982-05-01,Durbl_excess,Durbl_excess,1224.8434596436
1982-05-01,Durbl_excess,Manuf_excess,-878.0211424345
1982-05-01,Durbl_excess,Enrgy_excess,-16.2291754706
1982-05-01,Durbl_excess,HiTec_excess,-85.9056828452
1982-05-01,Durbl_excess,Telcm_excess,-53.620116648
1982-05-01,Durbl_excess,Shops_excess,-377.4378407621
1982-05-01,Durbl_excess,Hlth_excess,263.0243703097
1982-05-01,Durbl_excess,Utils_excess,-67.5416172891
1982-05-01,Durbl_excess,Other_excess,114.9668291907
1982-05-01,Manuf_excess,NoDur_excess,-637.6685545353
1982-05-01,Manuf_excess,Durbl_excess,-878.0211424345
1982-05-01,Manuf_excess,Manuf_excess,5373.9842896912
1982-05-01,Manuf_excess,Enrgy_excess,-555.5488308369
1982-05-01,Manuf_excess,HiTec_excess,-1255.0349405199
1982-05-01,Manuf_excess,Telcm_excess,147.7807381841
1982-05-01,Manuf_excess,Shops_excess,6.3888618115
1982-05-01,Manuf_excess,Hlth_excess,-558.9305169308
1982-05-01,Manuf_excess,Utils_excess,282.4582083398
1982-05-01,Manuf_excess,Other_excess,-1772.7082584161
1982-05-01,Enrgy_excess,NoDur_excess,407.5875491762
1982-05-01,Enrgy_excess,Durbl_excess,-16.2291754706
1982-05-01,Enrgy_excess,Manuf_excess,-555.5488308369
1982-05-01,Enrgy_excess,Enrgy_excess,911.3433300924
1982-05-01,Enrgy_excess,HiTec_excess,70.9762753334
1982-05-01,Enrgy_excess,Telcm_excess,62.6980213056
1982-05-01,Enrgy_excess,Shops_excess,133.4731824709
1982-05-01,Enrgy_excess,Hlth_excess,-82.3277210387
1982-05-01,Enrgy_excess,Utils_excess,-364.2382563889
1982-05-01,Enrgy_excess,Other_excess,-384.26247145
1982-05-01,HiTec_excess,NoDur_excess,147.1191058727
1982-05-01,HiTec_excess,Durbl_excess,-85.9056828452
1982-05-01,HiTec_excess,Manuf_excess,-1255.0349405199
1982-05-01,HiTec_excess,Enrgy_excess,70.9762753334
1982-05-01,HiTec_excess,HiTec_excess,1688.6361830559
1982-05-01,HiTec_excess,Telcm_excess,-120.7752093511
1982-05-01,HiTec_excess,Shops_excess,-217.6227068075
1982-05-01,HiTec_excess,Hlth_excess,-340.2748746578
1982-05-01,HiTec_excess,Utils_excess,82.9394521227
1982-05-01,HiTec_excess,Other_excess,-47.8373801694
1982-05-01,Telcm_excess,NoDur_excess,-269.1931228538
1982-05-01,Telcm_excess,Durbl_excess,-53.620116648
1982-05-01,Telcm_excess,Manuf_excess,147.7807381841
1982-05-01,Telcm_excess,Enrgy_excess,62.6980213056
1982-05-01,Telcm_excess,HiTec_excess,-120.7752093511
1982-05-01,Telcm_excess,Telcm_excess,1861.8029409712
1982-05-01,Telcm_excess,Shops_excess,-120.9767215617
1982-05-01,Telcm_excess,Hlth_excess,-25.8042803626
1982-05-01,Telcm_excess,Utils_excess,-635.0262564427
1982-05-01,Telcm_excess,Other_excess,-113.220240841
1982-05-01,Shops_excess,NoDur_excess,-2132.7119117965
1982-05-01,Shops_excess,Durbl_excess,-377.4378407621
1982-05-01,Shops_excess,Manuf_excess,6.3888618115
1982-05-01,Shops_excess,Enrgy_excess,133.4731824709
1982-05-01,Shops_excess,HiTec_excess,-217.6227068075
1982-05-01,Shops_excess,Telcm_excess,-120.9767215617
1982-05-01,Shops_excess,Shops_excess,2623.3323092076
1982-05-01,Shops_excess,Hlth_excess,18.3428995287
1982-05-01,Shops_excess,Utils_excess,132.1600341526
1982-05-01,Shops_excess,Other_excess,-178.1672915213
1982-05-01,Hlth_excess,NoDur_excess,-752.6169530282
1982-05-01,Hlth_excess,Durbl_excess,263.0243703097
1982-05-01,Hlth_excess,Manuf_excess,-558.9305169308
1982-05-01,Hlth_excess,Enrgy_excess,-82.3277210387
1982-05-01,Hlth_excess,HiTec_excess,-340.2748746578
1982-05-01,Hlth_excess,Telcm_excess,-25.8042803626
1982-05-01,Hlth_excess,Shops_excess,18.3428995287
1982-05-01,Hlth_excess,Hlth_excess,1188.4230326977
1982-05-01,Hlth_excess,Utils_excess,57.6860932593
1982-05-01,Hlth_excess,Other_excess,250.3984252302
1982-05-01,Utils_excess,NoDur_excess,-909.8213040284
1982-05-01,Utils_excess,Durbl_excess,-67.5416172891
1982-05-01,Utils_excess,Manuf_excess,282.4582083398
1982-05-01,Utils_excess,Enrgy_excess,-364.2382563889
1982-05-01,Utils_excess,HiTec_excess,82.9394521227
1982-05-01,Utils_excess,Telcm_excess,-635.0262564427
1982-05-01,Utils_excess,Shops_excess,132.1600341526
1982-05-01,Utils_excess,Hlth_excess,57.6860932593
1982-05-01,Utils_excess,Utils_excess,1948.4968965191
1982-05-01,Utils_excess,Other_excess,-371.8259300077
1982-05-01,Other_excess,NoDur_excess,-1383.0607111732
1982-05-01,Other_excess,Durbl_excess,114.9668291907
1982-05-01,Other_excess,Manuf_excess,-1772.7082584161
1982-05-01,Other_excess,Enrgy_excess,-384.26247145
1982-05-01,Other_excess,HiTec_excess,-47.8373801694
1982-05-01,Other_excess,Telcm_excess,-113.220240841
1982-05-01,Other_excess,Shops_excess,-178.1672915213
1982-05-01,Other_excess,Hlth_excess,250.3984252302
1982-05-01,Other_excess,Utils_excess,-371.8259300077
1982-05-01,Other_excess,Other_excess,3368.6369754504
1982-06-01,NoDur_excess,NoDur_excess,6275.7358506915
1982-06-01,NoDur_excess,Durbl_excess,-125.7716075913
1982-06-01,NoDur_excess,Manuf_excess,-675.8432136891
1982-06-01,NoDur_excess,Enrgy_excess,415.86902231
1982-06-01,NoDur_excess,HiTec_excess,151.4121793874
1982-06-01,NoDur_excess,Telcm_excess,-264.083298119
1982-06-01,NoDur_excess,Shops_excess,-2122.4164177489
1982-06-01,NoDur_excess,Hlth_excess,-738.9562381406
1982-06-01,NoDur_excess,Utils_excess,-906.6962308344
1982-06-01,NoDur_excess,Other_excess,-1394.4999159656
1982-06-01,Durbl_excess,NoDur_excess,-125.7716075913
1982-06-01,Durbl_excess,Durbl_excess,1236.6436786596
1982-06-01,Durbl_excess,Manuf_excess,-925.3685050508
1982-06-01,Durbl_excess,Enrgy_excess,-9.3574446988
1982-06-01,Durbl_excess,HiTec_excess,-78.677910116
1982-06-01,Durbl_excess,Telcm_excess,-48.5035708237
1982-06-01,Durbl_excess,Shops_excess,-366.1951485216
1982-06-01,Durbl_excess,Hlth_excess,280.5116293211
1982-06-01,Durbl_excess,Utils_excess,-63.7695499634
1982-06-01,Durbl_excess,Other_excess,104.9782856676
1982-06-01,Manuf_excess,NoDur_excess,-675.8432136891
1982-06-01,Manuf_excess,Durbl_excess,-925.3685050508
1982-06-01,Manuf_excess,Manuf_excess,5560.4012642248
1982-06-01,Manuf_excess,Enrgy_excess,-586.0502902255
1982-06-01,Manuf_excess,HiTec_excess,-1281.5631975781
1982-06-01,Manuf_excess,Telcm_excess,126.3980587404
1982-06-01,Manuf_excess,Shops_excess,-39.423513456
1982-06-01,Manuf_excess,Hlth_excess,-627.2301748451
1982-06-01,Manuf_excess,Utils_excess,267.5014283661
1982-06-01,Manuf_excess,Other_excess,-1729.124662545
1982-06-01,Enrgy_excess,NoDur_excess,415.86902231
1982-06-01,Enrgy_excess,Durbl_excess,-9.3574446988
1982-06-01,Enrgy_excess,Manuf_excess,-586.0502902255
1982-06-01,Enrgy_excess,Enrgy_excess,912.9349477561
1982-06-01,Enrgy_excess,HiTec_excess,77.2196189049
1982-06-01,Enrgy_excess,Telcm_excess,64.9757871381
1982-06-01,Enrgy_excess,Shops_excess,139.442630853
1982-06-01,Enrgy_excess,Hlth_excess,-70.6085484494
1982-06-01,Enrgy_excess,Utils_excess,-361.894922386
1982-06-01,Enrgy_excess,Other_excess,-387.1950611125
1982-06-01,HiTec_excess,NoDur_excess,151.4121793874
1982-06-01,HiTec_excess,Durbl_excess,-78.677910116
1982-06-01,HiTec_excess,Manuf_excess,-1281.5631975781
1982-06-01,HiTec_excess,Enrgy_excess,77.2196189049
1982-06-01,HiTec_excess,HiTec_excess,1691.3461065933
1982-06-01,HiTec_excess,Telcm_excess,-117.0488772077
1982-06-01,HiTec_excess,Shops_excess,-210.2488640442
1982-06-01,HiTec_excess,Hlth_excess,-330.8599667077
1982-06-01,HiTec_excess,Utils_excess,85.1260490859
1982-06-01,HiTec_excess,Other_excess,-56.3899700826
1982-06-01,Telcm_excess,NoDur_excess,-264.083298119
1982-06-01,Telcm_excess,Durbl_excess,-48.5035708237
1982-06-01,Telcm_excess,Manuf_excess,126.3980587404
1982-06-01,Telcm_excess,Enrgy_excess,64.9757871381
1982-06-01,Telcm_excess,HiTec_excess,-117.0488772077
1982-06-01,Telcm_excess,Telcm_excess,1863.8171014798
1982-06-01,Telcm_excess,Shops_excess,-116.2701163613
1982-06-01,Telcm_excess,Hlth_excess,-17.7746716782
1982-06-01,Telcm_excess,Utils_excess,-633.3479757011
1982-06-01,Telcm_excess,Other_excess,-116.7114016616
1982-06-01,Shops_excess,NoDur_excess,-2122.4164177489
1982-06-01,Shops_excess,Durbl_excess,-366.1951485216
1982-06-01,Shops_excess,Manuf_excess,-39.423513456
1982-06-01,Shops_excess,Enrgy_excess,139.442630853
1982-06-01,Shops_excess,HiTec_excess,-210.2488640442
1982-06-01,Shops_excess,Telcm_excess,-116.2701163613
1982-06-01,Shops_excess,Shops_excess,2633.9053813915
1982-06-01,Shops_excess,Hlth_excess,35.3719815491
1982-06-01,Shops_excess,Utils_excess,135.789043879
1982-06-01,Shops_excess,Other_excess,-186.992672968
1982-06-01,Hlth_excess,NoDur_excess,-738.9562381406
1982-06-01,Hlth_excess,Durbl_excess,280.5116293211
1982-06-01,Hlth_excess,Manuf_excess,-627.2301748451
1982-06-01,Hlth_excess,Enrgy_excess,-70.6085484494
1982-06-01,Hlth_excess,HiTec_excess,-330.8599667077
1982-06-01,Hlth_excess,Telcm_excess,-17.7746716782
1982-06-01,Hlth_excess,Shops_excess,35.3719815491
1982-06-01,Hlth_excess,Hlth_excess,1213.3596674537
1982-06-01,Hlth_excess,Utils_excess,63.1826021237
1982-06-01,Hlth_excess,Other_excess,233.758241281
1982-06-01,Utils_excess,NoDur_excess,-906.6962308344
1982-06-01,Utils_excess,Durbl_excess,-63.7695499634
1982-06-01,Utils_excess,Manuf_excess,267.5014283661
1982-06-01,Utils_excess,Enrgy_excess,-361.894922386
1982-06-01,Utils_excess,HiTec_excess,85.1260490859
1982-06-01,Utils_excess,Telcm_excess,-633.3479757011
1982-06-01,Utils_excess,Shops_excess,135.789043879
1982-06-01,Utils_excess,Hlth_excess,63.1826021237
1982-06-01,Utils_excess,Utils_excess,1949.6937475801
1982-06-01,Utils_excess,Other_excess,-375.1944456087
1982-06-01,Other_excess,NoDur_excess,-1394.4999159656
1982-06-01,Other_excess,Durbl_excess,104.9782856676
1982-06-01,Other_excess,Manuf_excess,-1729.124662545
1982-06-01,Other_excess,Enrgy_excess,-387.1950611125
1982-06-01,Other_excess,HiTec_excess,-56.3899700826
1982-06-01,Other_excess,Telcm_excess,-116.7114016616
1982-06-01,Other_excess,Shops_excess,-186.992672968
1982-06-01,Other_excess,Hlth_excess,233.758241281
1982-06-01,Other_excess,Utils_excess,-375.1944456087
1982-06-01,Other_excess,Other_excess,3373.6405344828
1982-07-01,NoDur_excess,NoDur_excess,6283.7595708063
1982-07-01,NoDur_excess,Durbl_excess,-138.6263138638
1982-07-01,NoDur_excess,Manuf_excess,-656.6516599322
1982-07-01,NoDur_excess,Enrgy_excess,424.9879985863
1982-07-01,NoDur_excess,HiTec_excess,160.1220382382
1982-07-01,NoDur_excess,Telcm_excess,-270.4958749153
1982-07-01,NoDur_excess,Shops_excess,-2131.5035851251
1982-07-01,NoDur_excess,Hlth_excess,-745.2952195983
1982-07-01,NoDur_excess,Utils_excess,-900.8919471504
1982-07-01,NoDur_excess,Other_excess,-1405.2106119154
1982-07-01,Durbl_excess,NoDur_excess,-138.6263138638
1982-07-01,Durbl_excess,Durbl_excess,1233.5885931381
1982-07-01,Durbl_excess,Manuf_excess,-920.2974892271
1982-07-01,Durbl_excess,Enrgy_excess,-8.2511600409
1982-07-01,Durbl_excess,HiTec_excess,-78.5573876836
1982-07-01,Durbl_excess,Telcm_excess,-41.0748343523
1982-07-01,Durbl_excess,Shops_excess,-367.6947083115
1982-07-01,Durbl_excess,Hlth_excess,280.9605404462
1982-07-01,Durbl_excess,Utils_excess,-62.1084095939
1982-07-01,Durbl_excess,Other_excess,109.4606220145
1982-07-01,Manuf_excess,NoDur_excess,-656.6516599322
1982-07-01,Manuf_excess,Durbl_excess,-920.2974892271
1982-07-01,Manuf_excess,Manuf_excess,5552.0581940523
1982-07-01,Manuf_excess,Enrgy_excess,-588.04076848
1982-07-01,Manuf_excess,HiTec_excess,-1282.0465875014
1982-07-01,Manuf_excess,Telcm_excess,115.368592452
1982-07-01,Manuf_excess,Shops_excess,-36.8385109028
1982-07-01,Manuf_excess,Hlth_excess,-627.6910983604
1982-07-01,Manuf_excess,Utils_excess,264.7851062971
1982-07-01,Manuf_excess,Other_excess,-1735.5432811882
1982-07-01,Enrgy_excess,NoDur_excess,424.9879985863
1982-07-01,Enrgy_excess,Durbl_excess,-8.2511600409
1982-07-01,Enrgy_excess,Manuf_excess,-588.04076848
1982-07-01,Enrgy_excess,Enrgy_excess,912.8551962992
1982-07-01,Enrgy_excess,HiTec_excess,77.7655281338
1982-07-01,Enrgy_excess,Telcm_excess,59.5783077939
1982-07-01,Enrgy_excess,Shops_excess,139.78601019
1982-07-01,Enrgy_excess,Hlth_excess,-71.3624603419
1982-07-01,Enrgy_excess,Utils_excess,-362.5816254241
1982-07-01,Enrgy_excess,Other_excess,-390.9434965745
1982-07-01,HiTec_excess,NoDur_excess,160.1220382382
1982-07-01,HiTec_excess,Durbl_excess,-78.5573876836
1982-07-01,HiTec_excess,Manuf_excess,-1282.0465875014
1982-07-01,HiTec_excess,Enrgy_excess,77.7655281338
1982-07-01,HiTec_excess,HiTec_excess,1692.4246419225
1982-07-01,HiTec_excess,Telcm_excess,-122.3168082044
1982-07-01,HiTec_excess,Shops_excess,-210.5565229218
1982-07-01,HiTec_excess,Hlth_excess,-331.9642802405
1982-07-01,HiTec_excess,Utils_excess,84.9039947712
1982-07-01,HiTec_excess,Other_excess,-60.4720404818
1982-07-01,Telcm_excess,NoDur_excess,-270.4958749153
1982-07-01,Telcm_excess,Durbl_excess,-41.0748343523
1982-07-01,Telcm_excess,Manuf_excess,115.368592452
1982-07-01,Telcm_excess,Enrgy_excess,59.5783077939
1982-07-01,Telcm_excess,HiTec_excess,-122.3168082044
1982-07-01,Telcm_excess,Telcm_excess,1868.5998524723
1982-07-01,Telcm_excess,Shops_excess,-110.9392355316
1982-07-01,Telcm_excess,Hlth_excess,-13.8761536153
1982-07-01,Telcm_excess,Utils_excess,-636.6683891667
1982-07-01,Telcm_excess,Other_excess,-109.6763115321
1982-07-01,Shops_excess,NoDur_excess,-2131.5035851251
1982-07-01,Shops_excess,Durbl_excess,-367.6947083115
1982-07-01,Shops_excess,Manuf_excess,-36.8385109028
1982-07-01,Shops_excess,Enrgy_excess,139.78601019
1982-07-01,Shops_excess,HiTec_excess,-210.5565229218
1982-07-01,Shops_excess,Telcm_excess,-110.9392355316
1982-07-01,Shops_excess,Shops_excess,2633.2935454395
1982-07-01,Shops_excess,Hlth_excess,35.960263719
1982-07-01,Shops_excess,Utils_excess,136.6573995349
1982-07-01,Shops_excess,Other_excess,-183.4701940481
1982-07-01,Hlth_excess,NoDur_excess,-745.2952195983
1982-07-01,Hlth_excess,Durbl_excess,280.9605404462
1982-07-01,Hlth_excess,Manuf_excess,-627.6910983604
1982-07-01,Hlth_excess,Enrgy_excess,-71.3624603419
1982-07-01,Hlth_excess,HiTec_excess,-331.9642802405
1982-07-01,Hlth_excess,Telcm_excess,-13.8761536153
1982-07-01,Hlth_excess,Shops_excess,35.960263719
1982-07-01,Hlth_excess,Hlth_excess,1214.3836333229
1982-07-01,Hlth_excess,Utils_excess,63.0955174291
1982-07-01,Hlth_excess,Other_excess,237.0168021941
1982-07-01,Utils_excess,NoDur_excess,-900.8919471504
1982-07-01,Utils_excess,Durbl_excess,-62.1084095939
1982-07-01,Utils_excess,Manuf_excess,264.7851062971
1982-07-01,Utils_excess,Enrgy_excess,-362.5816254241
1982-07-01,Utils_excess,HiTec_excess,84.9039947712
1982-07-01,Utils_excess,Telcm_excess,-636.6683891667
1982-07-01,Utils_excess,Shops_excess,136.6573995349
1982-07-01,Utils_excess,Hlth_excess,63.0955174291
1982-07-01,Utils_excess,Utils_excess,1948.8131521208
1982-07-01,Utils_excess,Other_excess,-377.0673625662
1982-07-01,Other_excess,NoDur_excess,-1405.2106119155
1982-07-01,Other_excess,Durbl_excess,109.4606220145
1982-07-01,Other_excess,Manuf_excess,-1735.5432811882
1982-07-01,Other_excess,Enrgy_excess,-390.9434965745
1982-07-01,Other_excess,HiTec_excess,-60.4720404818
1982-07-01,Other_excess,Telcm_excess,-109.6763115321
1982-07-01,Other_excess,Shops_excess,-183.4701940481
1982-07-01,Other_excess,Hlth_excess,237.0168021941
1982-07-01,Other_excess,Utils_excess,-377.0673625662
1982-07-01,Other_excess,Other_excess,3381.1425165131
1982-08-01,NoDur_excess,NoDur_excess,6291.2460637122
1982-08-01,NoDur_excess,Durbl_excess,-136.779140347
1982-08-01,NoDur_excess,Manuf_excess,-649.4806586769
1982-08-01,NoDur_excess,Enrgy_excess,421.0203473329
1982-08-01,NoDur_excess,HiTec_excess,163.3007966339
1982-08-01,NoDur_excess,Telcm_excess,-279.3352611452
1982-08-01,NoDur_excess,Shops_excess,-2138.6456256176
1982-08-01,NoDur_excess,Hlth_excess,-744.4730868485
1982-08-01,NoDur_excess,Utils_excess,-889.077148057
1982-08-01,NoDur_excess,Other_excess,-1419.391118055
1982-08-01,Durbl_excess,NoDur_excess,-136.779140347
1982-08-01,Durbl_excess,Durbl_excess,1233.5982155155
1982-08-01,Durbl_excess,Manuf_excess,-917.0896279493
1982-08-01,Durbl_excess,Enrgy_excess,-7.8861645419
1982-08-01,Durbl_excess,HiTec_excess,-79.0517040977
1982-08-01,Durbl_excess,Telcm_excess,-44.0275307243
1982-08-01,Durbl_excess,Shops_excess,-369.5717046524
1982-08-01,Durbl_excess,Hlth_excess,280.7024639934
1982-08-01,Durbl_excess,Utils_excess,-58.5390463766
1982-08-01,Durbl_excess,Other_excess,106.1630604359
1982-08-01,Manuf_excess,NoDur_excess,-649.4806586769
1982-08-01,Manuf_excess,Durbl_excess,-917.0896279493
1982-08-01,Manuf_excess,Manuf_excess,5554.2885965992
1982-08-01,Manuf_excess,Enrgy_excess,-596.1746562433
1982-08-01,Manuf_excess,HiTec_excess,-1274.8789845716
1982-08-01,Manuf_excess,Telcm_excess,109.3900405878
1982-08-01,Manuf_excess,Shops_excess,-43.3093784693
1982-08-01,Manuf_excess,Hlth_excess,-625.4174042762
1982-08-01,Manuf_excess,Utils_excess,273.9924507323
1982-08-01,Manuf_excess,Other_excess,-1749.7751232596
1982-08-01,Enrgy_excess,NoDur_excess,421.0203473329
1982-08-01,Enrgy_excess,Durbl_excess,-7.8861645419
1982-08-01,Enrgy_excess,Manuf_excess,-596.1746562433
1982-08-01,Enrgy_excess,Enrgy_excess,910.9094243867
1982-08-01,Enrgy_excess,HiTec_excess,79.9326050336
1982-08-01,Enrgy_excess,Telcm_excess,66.5876865975
1982-08-01,Enrgy_excess,Shops_excess,143.9169678854
1982-08-01,Enrgy_excess,Hlth_excess,-70.4096770117
1982-08-01,Enrgy_excess,Utils_excess,-370.814032659
1982-08-01,Enrgy_excess,Other_excess,-384.0344461252
1982-08-01,HiTec_excess,NoDur_excess,163.3007966339
1982-08-01,HiTec_excess,Durbl_excess,-79.0517040977
1982-08-01,HiTec_excess,Manuf_excess,-1274.8789845716
1982-08-01,HiTec_excess,Enrgy_excess,79.9326050336
1982-08-01,HiTec_excess,HiTec_excess,1690.1098246502
1982-08-01,HiTec_excess,Telcm_excess,-128.2817334263
1982-08-01,HiTec_excess,Shops_excess,-213.9180733799
1982-08-01,HiTec_excess,Hlth_excess,-332.9362052319
1982-08-01,HiTec_excess,Utils_excess,91.7956132761
1982-08-01,HiTec_excess,Other_excess,-65.9162817515
1982-08-01,Telcm_excess,NoDur_excess,-279.3352611452
1982-08-01,Telcm_excess,Durbl_excess,-44.0275307243
1982-08-01,Telcm_excess,Manuf_excess,109.3900405878
1982-08-01,Telcm_excess,Enrgy_excess,66.5876865975
1982-08-01,Telcm_excess,HiTec_excess,-128.2817334263
1982-08-01,Telcm_excess,Telcm_excess,1877.7017189037
1982-08-01,Telcm_excess,Shops_excess,-102.7051450145
1982-08-01,Telcm_excess,Hlth_excess,-15.6441497078
1982-08-01,Telcm_excess,Utils_excess,-649.4865538301
1982-08-01,Telcm_excess,Other_excess,-92.5851057395
1982-08-01,Shops_excess,NoDur_excess,-2138.6456256176
1982-08-01,Shops_excess,Durbl_excess,-369.5717046524
1982-08-01,Shops_excess,Manuf_excess,-43.3093784693
1982-08-01,Shops_excess,Enrgy_excess,143.9169678854
1982-08-01,Shops_excess,HiTec_excess,-213.9180733799
1982-08-01,Shops_excess,Telcm_excess,-102.7051450145
1982-08-01,Shops_excess,Shops_excess,2640.0774358123
1982-08-01,Shops_excess,Hlth_excess,35.0573410197
1982-08-01,Shops_excess,Utils_excess,125.5545644869
1982-08-01,Shops_excess,Other_excess,-169.8903394661
1982-08-01,Hlth_excess,NoDur_excess,-744.4730868485
1982-08-01,Hlth_excess,Durbl_excess,280.7024639934
1982-08-01,Hlth_excess,Manuf_excess,-625.4174042762
1982-08-01,Hlth_excess,Enrgy_excess,-70.4096770117
1982-08-01,Hlth_excess,HiTec_excess,-332.9362052319
1982-08-01,Hlth_excess,Telcm_excess,-15.6441497078
1982-08-01,Hlth_excess,Shops_excess,35.0573410197
1982-08-01,Hlth_excess,Hlth_excess,1213.9977152168
1982-08-01,Hlth_excess,Utils_excess,65.0688974972
1982-08-01,Hlth_excess,Other_excess,235.667486977
1982-08-01,Utils_excess,NoDur_excess,-889.077148057
1982-08-01,Utils_excess,Durbl_excess,-58.5390463766
1982-08-01,Utils_excess,Manuf_excess,273.9924507323
1982-08-01,Utils_excess,Enrgy_excess,-370.814032659
1982-08-01,Utils_excess,HiTec_excess,91.7956132761
1982-08-01,Utils_excess,Telcm_excess,-649.4865538301
1982-08-01,Utils_excess,Shops_excess,125.554564487
1982-08-01,Utils_excess,Hlth_excess,65.0688974972
1982-08-01,Utils_excess,Utils_excess,1966.4992257426
1982-08-01,Utils_excess,Other_excess,-399.741442474
1982-08-01,Other_excess,NoDur_excess,-1419.391118055
1982-08-01,Other_excess,Durbl_excess,106.1630604359
1982-08-01,Other_excess,Manuf_excess,-1749.7751232596
1982-08-01,Other_excess,Enrgy_excess,-384.0344461252
1982-08-01,Other_excess,HiTec_excess,-65.9162817515
1982-08-01,Other_excess,Telcm_excess,-92.5851057395
1982-08-01,Other_excess,Shops_excess,-169.8903394661
1982-08-01,Other_excess,Hlth_excess,235.667486977
1982-08-01,Other_excess,Utils_excess,-399.741442474
1982-08-01,Other_excess,Other_excess,3407.9116712659
1982-09-01,NoDur_excess,NoDur_excess,6258.8818410918
1982-09-01,NoDur_excess,Durbl_excess,-136.575835528
1982-09-01,NoDur_excess,Manuf_excess,-609.5571128729
1982-09-01,NoDur_excess,Enrgy_excess,413.8743914439
1982-09-01,NoDur_excess,HiTec_excess,157.4405328581
1982-09-01,NoDur_excess,Telcm_excess,-264.6000732638
1982-09-01,NoDur_excess,Shops_excess,-2125.2744985078
1982-09-01,NoDur_excess,Hlth_excess,-741.4304437927
1982-09-01,NoDur_excess,Utils_excess,-868.4147909157
1982-09-01,NoDur_excess,Other_excess,-1440.595470992
1982-09-01,Durbl_excess,NoDur_excess,-136.575835528
1982-09-01,Durbl_excess,Durbl_excess,1233.9583397165
1982-09-01,Durbl_excess,Manuf_excess,-919.6771390164
1982-09-01,Durbl_excess,Enrgy_excess,-7.1748923088
1982-09-01,Durbl_excess,HiTec_excess,-79.3039349531
1982-09-01,Durbl_excess,Telcm_excess,-43.7968886776
1982-09-01,Durbl_excess,Shops_excess,-369.7662752416
1982-09-01,Durbl_excess,Hlth_excess,281.0910050951
1982-09-01,Durbl_excess,Utils_excess,-60.1427479896
1982-09-01,Durbl_excess,Other_excess,108.0599206291
1982-09-01,Manuf_excess,NoDur_excess,-609.5571128729
1982-09-01,Manuf_excess,Durbl_excess,-919.6771390164
1982-09-01,Manuf_excess,Manuf_excess,5520.1486762765
1982-09-01,Manuf_excess,Enrgy_excess,-591.6682633268
1982-09-01,Manuf_excess,HiTec_excess,-1265.7810606424
1982-09-01,Manuf_excess,Telcm_excess,89.1233946862
1982-09-01,Manuf_excess,Shops_excess,-59.0886499517
1982-09-01,Manuf_excess,Hlth_excess,-631.806497788
1982-09-01,Manuf_excess,Utils_excess,258.0338405702
1982-09-01,Manuf_excess,Other_excess,-1735.0213910673
1982-09-01,Enrgy_excess,NoDur_excess,413.8743914439
1982-09-01,Enrgy_excess,Durbl_excess,-7.1748923088
1982-09-01,Enrgy_excess,Manuf_excess,-591.6682633268
